fold,variant,model,date,usable_peak,n_obs,M_true,M_hat_median,M_hat_mean,peak_slot_true,peak_time_mode,C50,C75,C90,risk_raw_C50,risk_raw_C75,risk_raw_C90,risk_platt_C50,risk_platt_C75,risk_platt_C90,event_C50,event_C75,event_C90,nll,n_nll,calibration_status_platt_C50,calibration_status_platt_C75,calibration_status_platt_C90,n_cal_platt_C50,n_cal_platt_C75,n_cal_platt_C90,isotonic_status
f1,main,B0p,2021.07.15,false,0,NaN,195.0,195.0,,38,181.0,189.5,198.0,1.0,1.0,0.0,0.666698260943415,0.001974879548102764,0.001974879548102764,NaN,NaN,NaN,,,ok,ok,ok,7,7,7,not_run
f1,main,B0p,2021.07.16,true,96,197.0,195.0,195.0,47,38,181.0,189.5,198.0,1.0,1.0,0.0,0.666698260943415,0.001974879548102764,0.001974879548102764,1.0,1.0,0.0,,,ok,ok,ok,7,7,7,not_run
f1,main,B0p,2021.07.17,true,96,110.0,106.0,106.0,5,15,181.0,189.5,198.0,0.0,0.0,0.0,0.2500269516916018,0.16699021850734097,0.16699021850734097,0.0,0.0,0.0,,,ok,ok,ok,7,7,7,not_run
f1,main,B0p,2021.07.18,true,96,28.0,28.0,28.0,4,46,181.0,189.5,198.0,0.0,0.0,0.0,0.2500269516916018,0.16699021850734097,0.16699021850734097,0.0,0.0,0.0,,,ok,ok,ok,7,7,7,not_run
f1,main,B0p,2021.07.19,true,96,222.0,197.0,197.0,45,47,181.0,189.5,198.0,1.0,1.0,0.0,0.666698260943415,0.001974879548102764,0.001974879548102764,1.0,1.0,1.0,,,ok,ok,ok,7,7,7,not_run
f1,main,B0p,2021.07.20,true,96,201.0,222.0,222.0,34,45,181.0,189.5,198.0,1.0,1.0,1.0,0.666698260943415,0.001974879548102764,0.001974879548102764,1.0,1.0,1.0,,,ok,ok,ok,7,7,7,not_run
f1,main,BB,2021.07.07,true,96,203.0,162.13647800250303,162.13647800250303,35,35,181.0,189.5,198.0,0.0,0.0,0.0,0.42857201746383533,0.14286081088273403,0.14286081088273403,1.0,1.0,1.0,,,ok,ok,ok,7,7,7,not_run
f1,main,BB,2021.07.08,true,96,201.0,162.13647800250303,162.13647800250303,43,35,181.0,189.5,198.0,0.0,0.0,0.0,0.42857201746383533,0.14286081088273403,0.14286081088273403,1.0,1.0,1.0,,,ok,ok,ok,7,7,7,not_run
f1,main,BB,2021.07.09,true,96,192.0,162.13647800250303,162.13647800250303,59,35,181.0,189.5,198.0,0.0,0.0,0.0,0.42857201746383533,0.14286081088273403,0.14286081088273403,1.0,1.0,0.0,,,ok,ok,ok,7,7,7,not_run
f1,main,BB,2021.07.10,true,96,106.0,108.12285889036323,108.12285889036323,15,7,181.0,189.5,198.0,0.0,0.0,0.0,0.42857201746383533,0.14286081088273403,0.14286081088273403,0.0,0.0,0.0,,,ok,ok,ok,7,7,7,not_run
f1,main,BB,2021.07.11,true,96,28.0,24.92565212288896,24.92565212288896,46,46,181.0,189.5,198.0,0.0,0.0,0.0,0.42857201746383533,0.14286081088273403,0.14286081088273403,0.0,0.0,0.0,,,ok,ok,ok,7,7,7,not_run
f1,main,BB,2021.07.12,true,96,198.0,162.13647800250303,162.13647800250303,34,35,181.0,189.5,198.0,0.0,0.0,0.0,0.42857201746383533,0.14286081088273403,0.14286081088273403,1.0,1.0,0.0,,,ok,ok,ok,7,7,7,not_run
f1,main,BB,2021.07.13,false,0,NaN,162.13647800250303,162.13647800250303,,35,181.0,189.5,198.0,0.0,0.0,0.0,0.42857201746383533,0.14286081088273403,0.14286081088273403,NaN,NaN,NaN,,,ok,ok,ok,7,7,7,not_run
f1,main,BB,2021.07.14,true,96,195.0,162.13647800250303,162.13647800250303,38,35,181.0,189.5,198.0,0.0,0.0,0.0,0.42857201746383533,0.14286081088273403,0.14286081088273403,1.0,1.0,0.0,,,ok,ok,ok,7,7,7,not_run
f1,main,BB,2021.07.15,false,0,NaN,162.13647800250303,162.13647800250303,,35,181.0,189.5,198.0,0.0,0.0,0.0,0.42857201746383533,0.14286081088273403,0.14286081088273403,NaN,NaN,NaN,,,ok,ok,ok,7,7,7,not_run
f1,main,BB,2021.07.16,true,96,197.0,162.13647800250303,162.13647800250303,47,35,181.0,189.5,198.0,0.0,0.0,0.0,0.42857201746383533,0.14286081088273403,0.14286081088273403,1.0,1.0,0.0,,,ok,ok,ok,7,7,7,not_run
f1,main,BB,2021.07.17,true,96,110.0,108.12285889036323,108.12285889036323,5,7,181.0,189.5,198.0,0.0,0.0,0.0,0.42857201746383533,0.14286081088273403,0.14286081088273403,0.0,0.0,0.0,,,ok,ok,ok,7,7,7,not_run
f1,main,BB,2021.07.18,true,96,28.0,24.92565212288896,24.92565212288896,4,46,181.0,189.5,198.0,0.0,0.0,0.0,0.42857201746383533,0.14286081088273403,0.14286081088273403,0.0,0.0,0.0,,,ok,ok,ok,7,7,7,not_run
f1,main,BB,2021.07.19,true,96,222.0,162.13647800250303,162.13647800250303,45,35,181.0,189.5,198.0,0.0,0.0,0.0,0.42857201746383533,0.14286081088273403,0.14286081088273403,1.0,1.0,1.0,,,ok,ok,ok,7,7,7,not_run
f1,main,BB,2021.07.20,true,96,201.0,162.13647800250303,162.13647800250303,34,35,181.0,189.5,198.0,0.0,0.0,0.0,0.42857201746383533,0.14286081088273403,0.14286081088273403,1.0,1.0,1.0,,,ok,ok,ok,7,7,7,not_run
f1,main,B1,2021.07.07,true,96,203.0,189.78242641490652,187.67246648212176,35,35,181.0,189.5,198.0,0.6782478334174421,0.2507103613377147,0.14953385426546548,0.9999999961431317,0.4673566529099624,0.004252030189953934,1.0,1.0,1.0,,,ok,ok,ok,7,7,7,not_run
f1,main,B1,2021.07.08,true,96,201.0,195.34832033621132,191.63193237216825,43,35,181.0,189.5,198.0,0.899626541578513,0.13819516263400347,0.13301096247598504,0.9999999999999929,0.30610306948220656,0.004841296422141229,1.0,1.0,1.0,,,ok,ok,ok,7,7,7,not_run
f1,main,B1,2021.07.09,true,96,192.0,181.96360939691098,181.98738813549272,59,35,181.0,189.5,198.0,0.7223609537206557,0.03244545389943834,0.052783540528437374,0.9999999994352332,0.09267853825331387,0.012651807481944293,1.0,1.0,0.0,,,ok,ok,ok,7,7,7,not_run
f1,main,B1,2021.07.10,true,96,106.0,145.30244787281833,142.49218250807562,15,24,181.0,189.5,198.0,0.07469386023921026,0.03111400965480607,0.005356677716788346,0.000030235373811665505,0.000030235373811665505,0.000030235373811665505,0.0,0.0,0.0,,,ok,ok,ok,7,7,7,not_run
f1,main,B1,2021.07.11,true,96,28.0,94.54566211341312,86.77952304439424,46,73,181.0,189.5,198.0,0.02322242136869594,0.023450764875290048,0.00585015444069835,4.310818065395635e-10,4.310818065395635e-10,4.310818065395635e-10,0.0,0.0,0.0,,,ok,ok,ok,7,7,7,not_run
f1,main,B1,2021.07.12,true,96,198.0,177.92733720674056,179.9233779264085,34,34,181.0,189.5,198.0,0.49452957227693484,0.03912667575995775,0.03248932582651304,0.999995741518911,0.10911338135918755,0.020375033808463745,1.0,1.0,0.0,,,ok,ok,ok,7,7,7,not_run
f1,main,B1,2021.07.13,false,0,NaN,190.08695181221327,189.17890301563554,,35,181.0,189.5,198.0,0.8390383160590802,0.07495786055215929,0.05432470159184577,0.9999999999990066,0.1890016566545651,0.012293651682453027,NaN,NaN,NaN,,,ok,ok,ok,7,7,7,not_run
f1,main,B1,2021.07.14,true,96,195.0,190.7060611807879,179.62873132041818,38,34,181.0,189.5,198.0,0.7966223735452969,0.1971203295484898,0.08617187659945581,0.9999999999865092,0.39647698511261004,0.00768877617178328,1.0,1.0,0.0,,,ok,ok,ok,7,7,7,not_run
f1,main,B1,2021.07.15,false,0,NaN,190.42563677708017,189.79075290392538,,45,181.0,189.5,198.0,0.8277998845937695,0.05407209004945058,0.08453192362933384,0.9999999999979196,0.14396695074119953,0.0078435817765151,NaN,NaN,NaN,,,ok,ok,ok,7,7,7,not_run
f1,main,B1,2021.07.16,true,96,197.0,176.04984306169607,168.67780622253113,47,42,181.0,189.5,198.0,0.4737561886900694,0.052461140242053436,0.08607547499655185,0.9999909001034026,0.14032513811273745,0.007697718138109785,1.0,1.0,0.0,,,ok,ok,ok,7,7,7,not_run
f1,main,B1,2021.07.17,true,96,110.0,144.68312951878093,142.51946184377113,5,8,181.0,189.5,198.0,0.07469386023921026,0.03111400965480607,0.005356677716788346,0.000030235373811665505,0.000030235373811665505,0.000030235373811665505,0.0,0.0,0.0,,,ok,ok,ok,7,7,7,not_run
f1,main,B1,2021.07.18,true,96,28.0,94.54566211341312,86.65097575196721,4,86,181.0,189.5,198.0,0.026435662918874395,0.023450764875290048,0.00585015444069835,1.4500183157743175e-9,1.4500183157743175e-9,1.4500183157743175e-9,0.0,0.0,0.0,,,ok,ok,ok,7,7,7,not_run
f1,main,B1,2021.07.19,true,96,222.0,179.3930907990221,179.57859330413928,45,36,181.0,189.5,198.0,0.47245696283884403,0.0414218126317803,0.03341928454127573,0.9999904567140707,0.11462936250601928,0.0198253775616445,1.0,1.0,1.0,,,ok,ok,ok,7,7,7,not_run
f1,main,B1,2021.07.20,true,96,201.0,191.84947034328428,189.41568627596467,34,43,181.0,189.5,198.0,0.8088162583421519,0.12131136018945375,0.02604996986781051,0.999999999993321,0.27720628800487224,0.025202920079713954,1.0,1.0,1.0,,,ok,ok,ok,7,7,7,not_run
f1,main,B2,2021.07.07,true,96,203.0,196.82843780517578,191.85592141723632,35,35,181.0,189.5,198.0,0.7289540457634651,0.6521557268584082,0.44520248212581026,0.9994408733165028,0.5830267897230946,0.5830267897230946,1.0,1.0,1.0,3.7971417903900146,96,ok,ok,ok,7,7,7,not_run
f1,main,B2,2021.07.08,true,96,201.0,196.19477081298828,191.31243090057373,43,35,181.0,189.5,198.0,0.7285822187287283,0.6517339840266634,0.4448378633506994,0.9994387437455967,0.5825864587131412,0.5825864587131412,1.0,1.0,1.0,3.8143937587738037,96,ok,ok,ok,7,7,7,not_run
f1,main,B2,2021.07.09,true,96,192.0,196.5179901123047,191.27182864379884,59,35,181.0,189.5,198.0,0.7289543850373399,0.652156144053531,0.44520286787921404,0.9994408752567749,0.5830272253637113,0.5830272253637113,1.0,1.0,0.0,3.7843940258026123,96,ok,ok,ok,7,7,7,not_run
f1,main,B2,2021.07.10,true,96,106.0,132.26010131835938,131.77427520751954,15,7,181.0,189.5,198.0,0.000036578809237242105,1.4001137818020482e-6,3.4807235982370344e-8,0.000012594751419484728,0.000012594751419484728,0.000012594751419484728,0.0,0.0,0.0,3.158963203430176,96,ok,ok,ok,7,7,7,not_run
f1,main,B2,2021.07.11,true,96,28.0,37.576541900634766,36.93416914176941,46,86,181.0,189.5,198.0,4.3298697960381105e-15,4.3298697960381105e-15,4.3298697960381105e-15,0.000012594751419484728,0.000012594751419484728,0.000012594751419484728,0.0,0.0,0.0,1.9622673988342285,96,ok,ok,ok,7,7,7,not_run
f1,main,B2,2021.07.12,true,96,198.0,178.62137603759766,180.77190083312988,34,35,181.0,189.5,198.0,0.4848363431132344,0.40639098123482287,0.25682370795812004,0.9953463919208665,0.34379840957843333,0.34379840957843333,1.0,1.0,0.0,4.642362117767334,96,ok,ok,ok,7,7,7,not_run
f1,main,B2,2021.07.13,false,0,NaN,196.51409912109375,191.08831747436523,,35,181.0,189.5,198.0,0.7182879704190563,0.6400727782848551,0.43476774622597036,0.9993772395603675,0.5704571757456819,0.5704571757456819,NaN,NaN,NaN,NaN,0,ok,ok,ok,7,7,7,not_run
f1,main,B2,2021.07.14,true,96,195.0,194.3243179321289,188.29733023834228,38,35,181.0,189.5,198.0,0.6336831353245799,0.5541449032717038,0.36824784452012393,0.9986364620106116,0.4836675509539317,0.4836675509539317,1.0,1.0,0.0,3.8631486892700195,96,ok,ok,ok,7,7,7,not_run
f1,main,B2,2021.07.15,false,0,NaN,196.0406723022461,190.8291042480469,,35,181.0,189.5,198.0,0.7044999117578843,0.6243651713057543,0.4211346036896181,0.9992867132373815,0.5542568860750161,0.5542568860750161,NaN,NaN,NaN,NaN,0,ok,ok,ok,7,7,7,not_run
f1,main,B2,2021.07.16,true,96,197.0,192.15538024902344,186.78018908691405,47,35,181.0,189.5,198.0,0.6336831353245799,0.5541449032717038,0.36824784452012393,0.9986364620106116,0.4836675509539317,0.4836675509539317,1.0,1.0,0.0,3.7981574535369873,96,ok,ok,ok,7,7,7,not_run
f1,main,B2,2021.07.17,true,96,110.0,127.17829513549805,130.44272943115234,5,7,181.0,189.5,198.0,0.00003262501618161995,1.2448916029139667e-6,3.0848753218570835e-8,0.000012594751419484728,0.000012594751419484728,0.000012594751419484728,0.0,0.0,0.0,3.204907178878784,96,ok,ok,ok,7,7,7,not_run
f1,main,B2,2021.07.18,true,96,28.0,37.619741439819336,36.95374472141266,4,46,181.0,189.5,198.0,3.774758283725532e-15,3.774758283725532e-15,3.774758283725532e-15,0.000012594751419484728,0.000012594751419484728,0.000012594751419484728,0.0,0.0,0.0,2.033658742904663,96,ok,ok,ok,7,7,7,not_run
f1,main,B2,2021.07.19,true,96,222.0,179.47203826904297,180.9462956466675,45,35,181.0,189.5,198.0,0.4848364537669724,0.40639108876507746,0.25682378700429254,0.9953463960701979,0.3437985075625915,0.3437985075625915,1.0,1.0,1.0,4.7597222328186035,96,ok,ok,ok,7,7,7,not_run
f1,main,B2,2021.07.20,true,96,201.0,196.0658416748047,190.83724669647216,34,35,181.0,189.5,198.0,0.7287601723003734,0.6519362835504048,0.4450131154314998,0.9994397637227794,0.5827976599669729,0.5827976599669729,1.0,1.0,1.0,3.98193097114563,96,ok,ok,ok,7,7,7,not_run
f1,main,B3,2021.07.07,true,96,203.0,198.80767822265625,197.42413315582274,35,35,181.0,189.5,198.0,0.9116772560614745,0.8183243471735819,0.5341588895209314,0.9998515032484342,0.9998515032484342,0.9997608589313969,1.0,1.0,1.0,3.772289514541626,96,ok,ok,ok,7,7,7,not_run
f1,main,B3,2021.07.08,true,96,201.0,198.7995147705078,197.5641279296875,43,35,181.0,189.5,198.0,0.911649674665846,0.8182916852961044,0.5341303749950463,0.9998513466936845,0.9998513466936845,0.9997607040129525,1.0,1.0,1.0,3.821547269821167,96,ok,ok,ok,7,7,7,not_run
f1,main,B3,2021.07.09,true,96,192.0,198.4613265991211,196.9682536468506,59,35,181.0,189.5,198.0,0.9116774642958448,0.8183245982099262,0.5341591109995294,0.9998515044299339,0.9998515044299339,0.9997608601342948,1.0,1.0,0.0,3.7658679485321045,96,ok,ok,ok,7,7,7,not_run
f1,main,B3,2021.07.10,true,96,106.0,136.62757873535156,133.37445068740845,15,7,181.0,189.5,198.0,0.000049478312416750825,1.8692053856961266e-6,4.5730388253950593e-8,4.2181254045504256e-11,8.488908793081315e-40,8.488908793081315e-40,0.0,0.0,0.0,3.142644166946411,96,ok,ok,ok,7,7,7,not_run
f1,main,B3,2021.07.11,true,96,28.0,28.79024314880371,31.04675535106659,46,86,181.0,189.5,198.0,0.0,0.0,0.0,4.2181254045504256e-11,8.488908793081315e-40,8.488908793081315e-40,0.0,0.0,0.0,1.8984575271606445,96,ok,ok,ok,7,7,7,not_run
f1,main,B3,2021.07.12,true,96,198.0,197.72280883789062,194.4731430053711,34,35,181.0,189.5,198.0,0.8426492127753962,0.7460760567512777,0.4760365176280549,0.9988825070615035,0.9980432796789348,0.9980432796789348,1.0,1.0,0.0,4.622519016265869,96,ok,ok,ok,7,7,7,not_run
f1,main,B3,2021.07.13,false,0,NaN,198.84708404541016,197.22024975585938,,35,181.0,189.5,198.0,0.91048877204539,0.8169219187513912,0.5329371332742601,0.9998446469537005,0.9998446469537005,0.999754131527656,NaN,NaN,NaN,NaN,0,ok,ok,ok,7,7,7,not_run
f1,main,B3,2021.07.14,true,96,195.0,199.24071502685547,197.69391867065428,38,35,181.0,189.5,198.0,0.9009399246500034,0.8070193285599636,0.5250248132702142,0.9997808005290721,0.9997808005290721,0.9997058001807229,1.0,1.0,0.0,3.8271141052246094,96,ok,ok,ok,7,7,7,not_run
f1,main,B3,2021.07.15,false,0,NaN,198.5264434814453,197.05906971740723,,35,181.0,189.5,198.0,0.9081818403000359,0.8141782372931409,0.5305356784923019,0.9998306795484856,0.9998306795484856,0.9997403585787705,NaN,NaN,NaN,NaN,0,ok,ok,ok,7,7,7,not_run
f1,main,B3,2021.07.16,true,96,197.0,198.27940368652344,196.29682083129882,47,35,181.0,189.5,198.0,0.9009399246500034,0.8070193285599636,0.5250248132702142,0.9997808005290721,0.9997808005290721,0.9997058001807229,1.0,1.0,0.0,3.7825305461883545,96,ok,ok,ok,7,7,7,not_run
f1,main,B3,2021.07.17,true,96,110.0,122.85433578491211,129.54231496810914,5,7,181.0,189.5,198.0,0.00003724437095464772,1.40050041774753e-6,3.409872595394603e-8,4.2181254045504256e-11,8.488908793081315e-40,8.488908793081315e-40,0.0,0.0,0.0,3.1922900676727295,96,ok,ok,ok,7,7,7,not_run
f1,main,B3,2021.07.18,true,96,28.0,28.839004516601562,31.021264907836915,4,46,181.0,189.5,198.0,0.0,0.0,0.0,4.2181254045504256e-11,8.488908793081315e-40,8.488908793081315e-40,0.0,0.0,0.0,1.9636861085891724,96,ok,ok,ok,7,7,7,not_run
f1,main,B3,2021.07.19,true,96,222.0,197.3833999633789,194.16564234924317,45,35,181.0,189.5,198.0,0.842649213093577,0.7460760570841387,0.47603651789573875,0.998882507069746,0.9980432797141567,0.9980432797141567,1.0,1.0,1.0,4.737514972686768,96,ok,ok,ok,7,7,7,not_run
f1,main,B3,2021.07.20,true,96,201.0,198.8473129272461,197.32921298980713,34,35,181.0,189.5,198.0,0.9116514522908369,0.8182938684929577,0.5341323217239129,0.999851356787303,0.999851356787303,0.9997607145926157,1.0,1.0,1.0,3.987901449203491,96,ok,ok,ok,7,7,7,not_run
f1,main,B4,2021.07.07,true,96,203.0,191.2312240600586,192.5974695968628,35,35,181.0,189.5,198.0,0.777,0.5495,0.3235,0.9996770796347746,0.39089696199441304,0.3622365889171347,1.0,1.0,1.0,3.683098554611206,96,ok,ok,ok,7,7,7,not_run
f1,main,B4,2021.07.08,true,96,201.0,191.27552795410156,193.00564491271973,43,35,181.0,189.5,198.0,0.7915,0.555,0.338,0.9997549824712428,0.39624024238998107,0.37497028624874906,1.0,1.0,1.0,3.5829546451568604,96,ok,ok,ok,7,7,7,not_run
f1,main,B4,2021.07.09,true,96,192.0,190.88790893554688,192.38091928100587,59,35,181.0,189.5,198.0,0.778,0.539,0.3215,0.9996830355440084,0.3808005000092698,0.36047226494172735,1.0,1.0,0.0,3.6017723083496094,96,ok,ok,ok,7,7,7,not_run
f1,main,B4,2021.07.10,true,96,106.0,133.6285400390625,135.20105834197997,15,7,181.0,189.5,198.0,0.0055,0.0015,0.0005,2.969214300655625e-6,2.969214300655625e-6,2.969214300655625e-6,0.0,0.0,0.0,3.058687925338745,96,ok,ok,ok,7,7,7,not_run
f1,main,B4,2021.07.11,true,96,28.0,31.2393741607666,33.57750114631653,46,33,181.0,189.5,198.0,0.0,0.0,0.0,1.3825064244711463e-10,1.3825064244711463e-10,1.3825064244711463e-10,0.0,0.0,0.0,1.7684555053710938,96,ok,ok,ok,7,7,7,not_run
f1,main,B4,2021.07.12,true,96,198.0,190.23641204833984,192.17810791015626,34,35,181.0,189.5,198.0,0.7595,0.525,0.327,0.9995567873029837,0.3675477111401853,0.3653194064411539,1.0,1.0,0.0,3.79152512550354,96,ok,ok,ok,7,7,7,not_run
f1,main,B4,2021.07.13,false,0,NaN,190.8966522216797,192.63593228912353,,33,181.0,189.5,198.0,0.763,0.535,0.3275,0.9995834368890114,0.37698981304528656,0.36575932185551674,NaN,NaN,NaN,NaN,0,ok,ok,ok,7,7,7,not_run
f1,main,B4,2021.07.14,true,96,195.0,191.54683685302734,192.87464148712158,38,34,181.0,189.5,198.0,0.775,0.5575,0.331,0.999664889633672,0.3986815706098685,0.3688353751348723,1.0,1.0,0.0,3.626281976699829,96,ok,ok,ok,7,7,7,not_run
f1,main,B4,2021.07.15,false,0,NaN,190.62459564208984,192.06152651977538,,35,181.0,189.5,198.0,0.77,0.531,0.306,0.9996327349099773,0.37319853748554943,0.3467287297356533,NaN,NaN,NaN,NaN,0,ok,ok,ok,7,7,7,not_run
f1,main,B4,2021.07.16,true,96,197.0,191.15941619873047,192.12519635009767,47,35,181.0,189.5,198.0,0.7605,0.5465,0.318,0.9995645431054905,0.3879983566953967,0.35737985567400954,1.0,1.0,0.0,3.7103793621063232,96,ok,ok,ok,7,7,7,not_run
f1,main,B4,2021.07.17,true,96,110.0,130.51395416259766,132.9989965286255,5,7,181.0,189.5,198.0,0.0045,0.0005,0.0,1.5505369033843543e-6,1.5505369033843543e-6,1.5505369033843543e-6,0.0,0.0,0.0,3.123896837234497,96,ok,ok,ok,7,7,7,not_run
f1,main,B4,2021.07.18,true,96,28.0,31.54425811767578,33.661381868362426,4,33,181.0,189.5,198.0,0.0,0.0,0.0,1.3825064244711463e-10,1.3825064244711463e-10,1.3825064244711463e-10,0.0,0.0,0.0,1.8591527938842773,96,ok,ok,ok,7,7,7,not_run
f1,main,B4,2021.07.19,true,96,222.0,190.63353729248047,192.45545891571044,45,35,181.0,189.5,198.0,0.752,0.5285,0.3385,0.9994948346826272,0.37083878463753983,0.37083878463753983,1.0,1.0,1.0,3.862672805786133,96,ok,ok,ok,7,7,7,not_run
f1,main,B4,2021.07.20,true,96,201.0,191.29541015625,192.51452437591553,34,35,181.0,189.5,198.0,0.786,0.5535,0.3275,0.9997274985209269,0.3947792240877806,0.36575932185551674,1.0,1.0,1.0,3.656449317932129,96,ok,ok,ok,7,7,7,not_run
f1,copies,B1,2021.07.07,true,96,203.0,186.51062956337373,183.06764391125597,35,34,181.0,189.0,198.0,0.5630198486011361,0.5574922700144949,0.009058565982647027,0.9999920557271943,0.5440803232916201,0.2819544919829191,1.0,1.0,1.0,,,ok,ok,ok,7,7,7,not_run
f1,copies,B1,2021.07.08,true,96,201.0,188.4381793282526,188.93027674850737,43,35,181.0,189.0,198.0,0.9789237578056821,0.4946549308209873,0.05432304222626575,0.999999999997838,0.5183142220502885,0.35327448970760567,1.0,1.0,1.0,,,ok,ok,ok,7,7,7,not_run
