date,event_id,dup_size,is_copy,copy_kind,copy_of,is_suspect,is_operating,is_holiday,daytype,n_missing,anomaly,f1,f2,f3,f4,test
2021.02.02,E024,3,false,"","",false,true,false,wk,0,false,train,train,train,train,train
2021.02.03,E025,3,false,"","",false,true,false,wk,0,false,train,train,train,train,train
2021.02.04,E003,4,true,exact,2021.01.04,false,true,false,wk,0,false,train,train,train,train,train
2021.02.05,E001,7,true,exact,2021.01.02,false,true,false,wk,0,false,train,train,train,train,train
2021.02.06,E026,6,false,"","",false,true,false,sat,0,false,train,train,train,train,train
2021.02.07,E027,5,false,"","",false,false,false,sun,0,false,train,train,train,train,train
2021.02.08,E006,4,true,exact,2021.01.08,false,true,false,wk,0,false,train,train,train,train,train
2021.02.09,E028,3,false,"","",false,true,false,wk,0,false,train,train,train,train,train
2021.02.10,E029,3,false,"","",false,true,false,wk,0,false,train,train,train,train,train
2021.02.11,E009,4,true,exact,2021.01.11,false,false,true,wk,0,false,train,train,train,train,train
2021.02.12,E026,6,true,exact,2021.02.06,false,false,true,wk,0,false,train,train,train,train,train
2021.02.13,E026,6,true,exact,2021.02.06,false,false,true,sat,0,false,train,train,train,train,train
2021.02.14,E027,5,true,exact,2021.02.07,false,false,false,sun,0,false,train,train,train,train,train
2021.02.15,E011,4,true,exact,2021.01.15,false,true,false,wk,0,false,train,train,train,train,train
2021.02.16,E030,3,false,"","",false,true,false,wk,0,false,train,train,train,train,train
2021.02.17,E013,4,true,exact,2021.01.17,false,true,false,wk,0,false,train,train,train,train,train
2021.02.18,E014,4,true,exact,2021.01.18,false,true,false,wk,0,false,train,train,train,train,train
2021.02.19,E031,2,false,"","",false,true,false,wk,0,false,train,train,train,train,train
2021.02.20,E026,6,true,exact,2021.02.06,false,true,false,sat,0,false,train,train,train,train,train
2021.02.21,E027,5,true,exact,2021.02.07,false,false,false,sun,0,false,train,train,train,train,train
2021.02.22,E016,4,true,exact,2021.01.22,false,true,false,wk,0,false,train,train,train,train,train
2021.02.23,E017,4,true,exact,2021.01.23,false,true,false,wk,0,false,train,train,train,train,train
2021.02.24,E018,4,false,"","",false,true,false,wk,0,false,train,train,train,train,train
2021.02.25,E019,4,true,exact,2021.01.25,false,true,false,wk,0,false,train,train,train,train,train
2021.02.26,E032,2,false,"","",false,true,false,wk,0,false,train,train,train,train,train
2021.02.27,E026,6,true,exact,2021.02.06,false,true,false,sat,0,false,train,train,train,train,train
2021.02.28,E027,5,true,exact,2021.02.07,false,false,false,sun,0,false,train,train,train,train,train
2021.03.01,E023,3,true,exact,2021.02.01,false,false,true,wk,0,false,train,train,train,train,train
2021.03.02,E024,3,true,exact,2021.02.02,false,true,false,wk,0,false,train,train,train,train,train
2021.03.03,E025,3,true,exact,2021.02.03,false,true,false,wk,0,false,train,train,train,train,train
2021.03.04,E003,4,true,exact,2021.01.04,false,true,false,wk,0,false,train,train,train,train,train
2021.03.05,E004,15,true,exact,2021.01.05,false,false,false,wk,0,false,train,train,train,train,train
2021.03.06,E001,7,true,exact,2021.01.02,false,true,false,sat,0,false,train,train,train,train,train
2021.03.07,E033,1,true,edited,2021.01.07,false,false,false,sun,0,false,train,train,train,train,train
2021.03.08,E006,4,true,exact,2021.01.08,false,true,false,wk,0,false,train,train,train,train,train
2021.03.09,E028,3,true,exact,2021.02.09,false,true,false,wk,0,false,train,train,train,train,train
2021.03.10,E029,3,true,exact,2021.02.10,false,true,false,wk,0,false,train,train,train,train,train
2021.03.11,E009,4,true,exact,2021.01.11,false,true,false,wk,0,false,train,train,train,train,train
2021.03.12,E004,15,true,exact,2021.01.05,false,false,false,wk,0,false,train,train,train,train,train
2021.03.13,E001,7,true,exact,2021.01.02,false,true,false,sat,0,false,train,train,train,train,train
2021.03.14,E010,3,true,exact,2021.01.14,false,false,false,sun,0,false,train,train,train,train,train
2021.03.15,E011,4,true,exact,2021.01.15,false,true,false,wk,0,false,train,train,train,train,train
2021.03.16,E030,3,true,exact,2021.02.16,false,true,false,wk,0,false,train,train,train,train,train
2021.03.17,E013,4,true,exact,2021.01.17,false,true,false,wk,0,false,train,train,train,train,train
2021.03.18,E014,4,true,exact,2021.01.18,false,true,false,wk,0,false,train,train,train,train,train
2021.03.19,E004,15,true,exact,2021.01.05,false,false,false,wk,0,false,train,train,train,train,train
2021.03.20,E001,7,true,exact,2021.01.02,false,true,false,sat,0,false,train,train,train,train,train
2021.03.21,E034,1,true,edited,2021.01.21,false,false,false,sun,0,false,train,train,train,train,train
2021.03.22,E016,4,true,exact,2021.01.22,false,true,false,wk,0,false,train,train,train,train,train
2021.03.23,E017,4,true,exact,2021.01.23,false,true,false,wk,0,false,train,train,train,train,train
2021.03.24,E018,4,true,exact,2021.02.24,false,true,false,wk,0,false,train,train,train,train,train
2021.03.25,E019,4,true,exact,2021.01.25,false,true,false,wk,0,false,train,train,train,train,train
2021.03.26,E004,15,true,exact,2021.01.05,false,false,false,wk,0,false,train,train,train,train,train
2021.03.27,E001,7,true,exact,2021.01.02,false,true,false,sat,0,false,train,train,train,train,train
2021.03.28,E035,1,true,edited,2021.01.28,false,false,false,sun,0,false,train,train,train,train,train
2021.03.29,E021,3,true,exact,2021.01.29,false,true,false,wk,0,false,train,train,train,train,train
2021.03.30,E022,3,true,exact,2021.01.30,false,true,false,wk,0,false,train,train,train,train,train
2021.03.31,E004,15,true,exact,2021.01.05,false,false,false,wk,0,false,train,train,train,train,train
2021.04.01,E036,3,false,"","",false,true,false,wk,0,false,train,train,train,train,train
2021.04.02,E037,3,false,"","",false,true,false,wk,0,false,train,train,train,train,train
2021.04.03,E038,2,false,"","",false,true,false,sat,0,false,train,train,train,train,train
2021.04.04,E039,2,false,"","",false,false,false,sun,0,false,train,train,train,train,train
2021.04.05,E036,3,true,exact,2021.04.01,false,true,false,wk,0,false,train,train,train,train,train
2021.04.06,E037,3,true,exact,2021.04.02,false,true,false,wk,0,false,train,train,train,train,train
2021.04.07,E040,2,false,"","",false,true,false,wk,0,false,train,train,train,train,train
2021.04.08,E041,2,false,"","",false,true,false,wk,0,false,train,train,train,train,train
2021.04.09,E042,3,false,"","",false,true,false,wk,0,false,train,train,train,train,train
2021.04.10,E043,3,false,"","",false,true,false,sat,0,false,train,train,train,train,train
2021.04.11,E044,4,false,"","",false,false,false,sun,0,false,train,train,train,train,train
2021.04.12,E045,6,false,"","",false,true,false,wk,0,false,train,train,train,train,train
2021.04.13,E045,6,true,exact,2021.04.12,false,true,false,wk,0,false,train,train,train,train,train
2021.04.14,E045,6,true,exact,2021.04.12,false,true,false,wk,0,false,train,train,train,train,train
2021.04.15,E045,6,true,exact,2021.04.12,false,true,false,wk,0,false,train,train,train,train,train
2021.04.16,E045,6,true,exact,2021.04.12,false,true,false,wk,0,false,train,train,train,train,train
2021.04.17,E043,3,true,exact,2021.04.10,false,true,false,sat,0,false,train,train,train,train,train
2021.04.18,E044,4,true,exact,2021.04.11,false,false,false,sun,0,false,train,train,train,train,train
2021.04.19,E046,3,false,"","",false,true,false,wk,0,false,train,train,train,train,train
2021.04.20,E046,3,true,exact,2021.04.19,false,true,false,wk,0,false,train,train,train,train,train
2021.04.21,E047,5,false,"","",false,true,false,wk,0,false,train,train,train,train,train
2021.04.22,E047,5,true,exact,2021.04.21,false,true,false,wk,0,false,train,train,train,train,train
2021.04.23,E047,5,true,exact,2021.04.21,false,true,false,wk,0,false,train,train,train,train,train
2021.04.24,E048,2,false,"","",false,true,false,sat,0,false,train,train,train,train,train
2021.04.25,E044,4,true,exact,2021.04.11,false,false,false,sun,0,false,train,train,train,train,train
2021.04.26,E049,3,false,"","",false,true,false,wk,0,false,train,train,train,train,train
2021.04.27,E049,3,true,exact,2021.04.26,false,true,false,wk,0,false,train,train,train,train,train
2021.04.28,E050,3,false,"","",false,true,false,wk,0,false,train,train,train,train,train
2021.04.29,E050,3,true,exact,2021.04.28,false,true,false,wk,0,false,train,train,train,train,train
2021.04.30,E047,5,true,exact,2021.04.21,false,true,false,wk,0,false,train,train,train,train,train
2021.05.01,E038,2,true,exact,2021.04.03,false,true,false,sat,0,false,train,train,train,train,train
2021.05.02,E039,2,true,exact,2021.04.04,false,false,false,sun,0,false,train,train,train,train,train
2021.05.03,E036,3,true,exact,2021.04.01,false,true,false,wk,0,false,train,train,train,train,train
2021.05.04,E037,3,true,exact,2021.04.02,false,true,false,wk,0,false,train,train,train,train,train
2021.05.05,E051,1,false,"","",false,true,true,wk,0,false,train,train,train,train,train
2021.05.06,E040,2,true,exact,2021.04.07,false,true,false,wk,0,false,train,train,train,train,train
2021.05.07,E041,2,true,exact,2021.04.08,false,true,false,wk,0,false,train,train,train,train,train
2021.05.08,E043,3,true,exact,2021.04.10,false,true,false,sat,0,false,train,train,train,train,train
2021.05.09,E042,3,true,exact,2021.04.09,false,false,false,sun,0,false,train,train,train,train,train
2021.05.10,E042,3,true,exact,2021.04.09,false,true,false,wk,0,false,train,train,train,train,train
2021.05.11,E052,1,false,"","",false,true,false,wk,0,false,train,train,train,train,train
2021.05.12,E053,1,false,"","",false,true,false,wk,0,false,train,train,train,train,train
2021.05.13,E054,1,false,"","",false,true,false,wk,0,false,train,train,train,train,train
2021.05.14,E055,1,false,"","",false,true,false,wk,0,false,train,train,train,train,train
2021.05.15,E056,1,false,"","",false,true,false,sat,0,false,train,train,train,train,train
2021.05.16,E044,4,true,exact,2021.04.11,false,false,false,sun,0,false,train,train,train,train,train
2021.05.17,E057,1,false,"","",false,true,false,wk,0,false,train,train,train,train,train
2021.05.18,E045,6,true,exact,2021.04.12,false,true,false,wk,0,false,train,train,train,train,train
2021.05.19,E058,1,false,"","",false,true,true,wk,0,false,train,train,train,train,train
2021.05.20,E059,1,false,"","",false,true,false,wk,0,false,train,train,train,train,train
2021.05.21,E060,1,false,"","",false,true,false,wk,0,false,train,train,train,train,train
2021.05.22,E048,2,true,exact,2021.04.24,false,true,false,sat,0,false,train,train,train,train,train
2021.05.23,E061,1,false,"","",false,false,false,sun,0,false,train,train,train,train,train
2021.05.24,E046,3,true,exact,2021.04.19,false,true,false,wk,0,false,train,train,train,train,train
2021.05.25,E047,5,true,exact,2021.04.21,false,true,false,wk,0,false,train,train,train,train,train
2021.05.26,E062,1,false,"","",false,true,false,wk,0,false,train,train,train,train,train
2021.05.27,E049,3,true,exact,2021.04.26,false,true,false,wk,0,false,train,train,train,train,train
2021.05.28,E050,3,true,exact,2021.04.28,false,true,false,wk,0,false,train,train,train,train,train
2021.05.29,E063,1,false,"","",false,true,false,sat,0,false,train,train,train,train,train
2021.05.30,E004,15,true,exact,2021.01.05,false,false,false,sun,0,false,train,train,train,train,train
2021.05.31,E064,1,false,"","",false,true,false,wk,0,false,train,train,train,train,train
2021.06.01,E023,3,true,exact,2021.02.01,false,true,false,wk,0,false,train,train,train,train,train
2021.06.02,E024,3,true,exact,2021.02.02,false,true,false,wk,0,false,train,train,train,train,train
2021.06.03,E025,3,true,exact,2021.02.03,false,true,false,wk,0,false,train,train,train,train,train
2021.06.04,E003,4,true,exact,2021.01.04,false,true,false,wk,0,false,train,train,train,train,train
2021.06.05,E001,7,true,exact,2021.01.02,false,true,false,sat,0,false,train,train,train,train,train
2021.06.06,E002,2,true,exact,2021.01.03,false,false,false,sun,0,false,train,train,train,train,train
2021.06.07,E005,2,true,exact,2021.01.07,false,true,false,wk,0,false,train,train,train,train,train
2021.06.08,E006,4,true,exact,2021.01.08,false,true,false,wk,0,false,train,train,train,train,train
2021.06.09,E028,3,true,exact,2021.02.09,false,true,false,wk,0,false,train,train,train,train,train
2021.06.10,E029,3,true,exact,2021.02.10,false,true,false,wk,0,false,train,train,train,train,train
2021.06.11,E009,4,true,exact,2021.01.11,false,true,false,wk,0,false,train,train,train,train,train
2021.06.12,E026,6,true,exact,2021.02.06,false,true,false,sat,0,false,train,train,train,train,train
2021.06.13,E027,5,true,exact,2021.02.07,false,false,false,sun,0,false,train,train,train,train,train
2021.06.14,E010,3,true,exact,2021.01.14,false,true,false,wk,0,false,train,train,train,train,train
2021.06.15,E011,4,true,exact,2021.01.15,false,true,false,wk,0,false,train,train,train,train,train
2021.06.16,E030,3,true,exact,2021.02.16,false,true,false,wk,0,false,train,train,train,train,train
2021.06.17,E013,4,true,exact,2021.01.17,false,true,false,wk,0,false,train,train,train,train,train
2021.06.18,E014,4,true,exact,2021.01.18,false,true,false,wk,0,false,train,train,train,train,train
2021.06.19,E031,2,true,exact,2021.02.19,false,true,false,sat,0,false,train,train,train,train,train
2021.06.20,E065,1,false,"","",false,false,false,sun,0,false,train,train,train,train,train
2021.06.21,E015,2,true,exact,2021.01.21,false,true,false,wk,0,false,train,train,train,train,train
2021.06.22,E016,4,true,exact,2021.01.22,false,true,false,wk,0,false,train,train,train,train,train
2021.06.23,E017,4,true,exact,2021.01.23,false,true,false,wk,0,false,train,train,train,train,train
2021.06.24,E018,4,true,exact,2021.02.24,false,true,false,wk,0,false,train,train,train,train,train
2021.06.25,E019,4,true,exact,2021.01.25,false,true,false,wk,0,false,train,train,train,train,train
2021.06.26,E032,2,true,exact,2021.02.26,false,true,false,sat,0,false,train,train,train,train,train
2021.06.27,E066,1,false,"","",false,false,false,sun,0,false,train,train,train,train,train
2021.06.28,E020,2,true,exact,2021.01.28,false,true,false,wk,0,false,train,train,train,train,train
2021.06.29,E021,3,true,exact,2021.01.29,false,true,false,wk,0,false,train,train,train,train,train
2021.06.30,E022,3,true,exact,2021.01.30,false,true,false,wk,0,false,train,train,train,train,train
2021.07.01,E067,1,false,"","",false,true,false,wk,0,false,train,train,train,train,train
2021.07.02,E068,1,false,"","",false,true,false,wk,0,false,train,train,train,train,train
2021.07.03,E069,1,false,"","",false,true,false,sat,0,false,train,train,train,train,train
2021.07.04,E070,1,false,"","",false,false,false,sun,0,false,train,train,train,train,train
2021.07.05,E071,1,false,"","",false,true,false,wk,0,false,train,train,train,train,train
2021.07.06,E072,1,false,"","",false,true,false,wk,0,false,gap,train,train,train,train
2021.07.07,E073,1,false,"","",false,true,false,wk,0,false,val,train,train,train,train
2021.07.08,E074,1,false,"","",false,true,false,wk,0,false,val,train,train,train,train
2021.07.09,E075,1,false,"","",false,true,false,wk,0,false,val,train,train,train,train
2021.07.10,E076,1,false,"","",false,true,false,sat,0,false,val,train,train,train,train
2021.07.11,E077,1,false,"","",false,false,false,sun,0,false,val,train,train,train,train
2021.07.12,E078,1,false,"","",false,true,false,wk,0,false,val,train,train,train,train
2021.07.13,E079,1,false,"","",true,true,false,wk,0,true,val,train,train,train,train
2021.07.14,E080,1,false,"","",false,true,false,wk,0,false,val,train,train,train,train
2021.07.15,E081,1,false,"","",true,true,false,wk,0,true,val,train,train,train,train
2021.07.16,E082,1,false,"","",false,true,false,wk,0,false,val,train,train,train,train
2021.07.17,E083,1,false,"","",false,true,false,sat,0,false,val,train,train,train,train
2021.07.18,E084,1,false,"","",false,false,false,sun,0,false,val,train,train,train,train
2021.07.19,E085,1,false,"","",false,true,false,wk,0,false,val,train,train,train,train
2021.07.20,E086,1,false,"","",false,true,false,wk,0,false,val,gap,train,train,train
2021.07.21,E087,1,false,"","",false,true,false,wk,0,false,"",val,train,train,train
2021.07.22,E088,1,false,"","",false,true,false,wk,0,false,"",val,train,train,train
2021.07.23,E089,1,false,"","",false,true,false,wk,0,false,"",val,train,train,train
2021.07.24,E090,1,false,"","",false,true,false,sat,0,false,"",val,train,train,train
2021.07.25,E091,1,false,"","",false,false,false,sun,0,false,"",val,train,train,train
2021.07.26,E092,1,false,"","",false,true,false,wk,0,false,"",val,train,train,train
2021.07.27,E093,1,false,"","",false,true,false,wk,0,false,"",val,train,train,train
2021.07.28,E094,2,false,"","",false,true,false,wk,0,false,"",val,train,train,train
2021.07.29,E095,1,false,"","",false,true,false,wk,0,false,"",val,train,train,train
2021.07.30,E094,2,true,exact,2021.07.28,false,true,false,wk,0,false,"",val,train,train,train
2021.07.31,E096,1,false,"","",false,false,false,sat,0,false,"",val,train,train,train
2021.08.01,E097,1,false,"","",false,false,false,sun,0,false,"",val,train,train,train
2021.08.02,E098,1,false,"","",false,false,false,wk,0,false,"",val,train,train,train
2021.08.03,E099,1,false,"","",false,false,false,wk,0,false,"",val,gap,train,train
2021.08.04,E100,1,false,"","",false,false,false,wk,0,false,"","",val,train,train
2021.08.05,E101,1,false,"","",false,false,false,wk,0,false,"","",val,train,train
2021.08.06,E102,1,false,"","",false,false,false,wk,0,false,"","",val,train,train
2021.08.07,E103,1,false,"","",false,false,false,sat,0,false,"","",val,train,train
2021.08.08,E104,1,false,"","",false,false,false,sun,0,false,"","",val,train,train
2021.08.09,E105,1,false,"","",false,true,false,wk,0,false,"","",val,train,train
2021.08.10,E106,1,false,"","",false,true,false,wk,0,false,"","",val,train,train
2021.08.11,E107,1,false,"","",false,true,false,wk,0,false,"","",val,train,train
2021.08.12,E108,1,false,"","",false,true,false,wk,0,false,"","",val,train,train
2021.08.13,E109,1,false,"","",false,true,false,wk,0,false,"","",val,train,train
2021.08.14,E110,1,false,"","",false,true,false,sat,0,false,"","",val,train,train
2021.08.15,E111,1,false,"","",false,false,false,sun,0,false,"","",val,train,train
2021.08.16,E112,1,false,"","",false,true,true,wk,0,false,"","",val,train,train
2021.08.17,E113,1,false,"","",false,true,false,wk,0,false,"","",val,gap,train
2021.08.18,E114,1,false,"","",false,true,false,wk,0,false,"","","",val,train
2021.08.19,E115,1,false,"","",false,true,false,wk,0,false,"","","",val,train
2021.08.20,E116,1,false,"","",false,true,false,wk,0,false,"","","",val,train
2021.08.21,E117,1,false,"","",false,true,false,sat,0,false,"","","",val,train
2021.08.22,E118,1,false,"","",false,false,false,sun,0,false,"","","",val,train
2021.08.23,E119,1,false,"","",false,true,false,wk,0,false,"","","",val,train
2021.08.24,E120,1,false,"","",false,true,false,wk,0,false,"","","",val,train
2021.08.25,E121,1,false,"","",false,true,false,wk,0,false,"","","",val,train
2021.08.26,E122,1,false,"","",false,true,false,wk,0,false,"","","",val,train
2021.08.27,E123,1,false,"","",false,true,false,wk,0,false,"","","",val,train
2021.08.28,E124,1,false,"","",false,true,false,sat,26,true,"","","",val,train
2021.08.29,E125,1,false,"","",false,false,false,sun,46,true,"","","",val,train
2021.08.30,E126,1,false,"","",false,true,false,wk,0,false,"","","",val,train
2021.08.31,E127,1,false,"","",false,true,false,wk,0,false,"","","",val,gap
2021.09.01,E128,1,false,"","",false,true,false,wk,0,false,"","","","",test
2021.09.02,E129,1,false,"","",false,true,false,wk,0,false,"","","","",test
2021.09.03,E130,1,false,"","",false,true,false,wk,0,false,"","","","",test
2021.09.04,E131,1,false,"","",false,true,false,sat,0,false,"","","","",test
2021.09.05,E132,1,false,"","",false,false,false,sun,0,false,"","","","",test
2021.09.06,E133,1,false,"","",false,true,false,wk,0,false,"","","","",test
2021.09.07,E134,1,false,"","",false,true,false,wk,0,false,"","","","",test
2021.09.08,E135,1,false,"","",false,true,false,wk,2,true,"","","","",test
2021.09.09,E136,1,false,"","",false,true,false,wk,0,false,"","","","",test
2021.09.10,E137,1,false,"","",false,true,false,wk,0,false,"","","","",test
2021.09.11,E138,1,false,"","",false,true,false,sat,0,false,"","","","",test
2021.09.12,E139,1,false,"","",false,false,false,sun,0,false,"","","","",test
2021.09.13,E140,1,false,"","",false,true,false,wk,0,false,"","","","",test
2021.09.14,E141,1,false,"","",false,true,false,wk,0,false,"","","","",test
