날짜,시간,15분,30분,45분,60분,평균,생산량,기온,풍속,습도,강수량,전기요금(계절),day,d,m,공장인원,인건비
20210102,6,102,111,110,103,107,0,-0.7,2.1,68,0,109.8,6,2,1,0,1.5
20210102,7,92,75,48,29,61,0,-2.1,0.2,74,0,109.8,6,2,1,0,1.5
20210102,8,27,25,22,22,24,0,-1.9,1.4,65,0,109.8,6,2,1,0,1.5
20210102,9,22,22,22,22,22,0,0.1,0.9,56,0,109.8,6,2,1,0,1
20210102,10,22,22,22,22,22,0,1,1.4,58,0,109.8,6,2,1,0,1
20210102,11,22,23,28,27,25,0,1.4,2.3,43,0,109.8,6,2,1,0,1
20210102,12,22,23,22,22,22,0,2.6,3.1,39,0,109.8,6,2,1,0,1
20210102,13,22,23,22,22,22,0,2.6,4.1,35,0,109.8,6,2,1,0,1
20210102,14,22,23,22,23,23,0,2.6,4.4,31,0,109.8,6,2,1,0,1
20210102,15,28,26,23,22,25,0,2.6,3.5,30,0,109.8,6,2,1,0,1
20210102,16,23,23,22,23,23,0,2.4,3.7,27,0,109.8,6,2,1,0,1
20210102,17,22,22,22,23,22,0,1.2,3.6,26,0,109.8,6,2,1,0,1
20210102,18,22,23,27,27,25,0,0.3,3,28,0,109.8,6,2,1,0,1.5
20210102,19,22,22,22,22,22,0,-0.6,3.2,30,0,109.8,6,2,1,0,1.5
20210102,20,22,22,22,22,22,0,-0.9,3.3,30,0,109.8,6,2,1,0,1.5
20210102,21,23,22,22,27,24,0,-1.2,2.8,31,0,109.8,6,2,1,0,1.5
20210102,22,26,22,22,22,23,0,-1.7,3.1,33,0,109.8,6,2,1,0,1.5
20210102,23,22,22,22,22,22,0,-2.1,2.9,35,0,109.8,6,2,1,0,1.5
20210103,0,22,22,22,22,22,0,-2.1,2.8,34,0,109.8,7,3,1,0,1.5
20210103,1,24,27,24,24,25,0,-2.5,2.1,35,0,109.8,7,3,1,0,1.5
20210103,2,22,22,22,22,22,0,-2.5,2.9,34,0,109.8,7,3,1,0,1.5
20210103,3,22,22,22,22,22,0,-2.5,3.3,36,0,109.8,7,3,1,0,1.5
20210103,4,22,24,27,22,24,0,-2.2,3.3,35,0,109.8,7,3,1,0,1.5
20210103,5,22,22,22,22,22,0,-2.5,3.5,39,0,109.8,7,3,1,0,1.5
20210103,6,22,22,22,22,22,0,-2.3,3.6,39,0,109.8,7,3,1,0,1.5
20210103,7,21,23,26,25,24,0,-2.5,4.7,38,0,109.8,7,3,1,0,1.5
20210103,8,22,22,22,22,22,0,-2.3,4.2,32,0,109.8,7,3,1,0,1.5
20210103,9,24,22,22,22,23,0,-2.5,3.2,29,0,109.8,7,3,1,0,1
20210103,10,22,22,22,25,23,0,-1.3,4.3,27,0,109.8,7,3,1,0,1
20210103,11,27,24,22,22,24,0,0,3.5,25,0,109.8,7,3,1,0,1
20210103,12,22,22,22,22,22,0,1.1,3.8,23,0,109.8,7,3,1,0,1
20210103,13,22,22,22,22,22,0,2.5,3.8,22,0,109.8,7,3,1,0,1
20210103,14,22,24,27,24,24,0,2.5,3.6,24,0,109.8,7,3,1,0,1
20210103,15,22,22,22,22,22,0,2.3,3.1,27,0,109.8,7,3,1,0,1
20210103,16,24,22,23,22,23,0,1.7,2.5,29,0,109.8,7,3,1,0,1
20210103,17,22,22,22,25,23,0,1.2,1.9,31,0,109.8,7,3,1,0,1
20210103,18,27,22,22,22,23,0,0.9,1.8,33,0,109.8,7,3,1,0,1.5
20210103,19,22,22,22,22,22,0,0.9,1.8,34,0,109.8,7,3,1,0,1.5
20210103,20,22,22,22,22,22,0,0.6,1.7,37,0,109.8,7,3,1,0,1.5
20210103,21,26,27,25,22,25,0,0.4,2.3,37,0,109.8,7,3,1,0,1.5
20210103,22,23,23,23,22,23,0,0,1.8,38,0,109.8,7,3,1,0,1.5
20210103,23,24,22,22,22,23,0,-0.4,0.6,39,0,109.8,7,3,1,0,1.5
20210104,0,72,67,66,66,68,0,-0.1,1.7,39,0,109.8,1,4,1,0,1.5
20210104,1,96,108,119,109,108,0,-0.9,1.3,44,0,109.8,1,4,1,0,1.5
20210104,2,106,106,111,116,110,0,-0.4,1.4,42,0,109.8,1,4,1,0,1.5
20210104,3,104,105,104,113,107,0,-2.1,1.5,50,0,109.8,1,4,1,0,1.5
20210104,4,115,109,108,103,109,0,-1.9,1.8,50,0,109.8,1,4,1,0,1.5
20210104,5,85,78,91,107,90,0,-2.8,1.3,53,0,109.8,1,4,1,0,1.5
20210104,6,118,112,105,100,109,0,-4.2,0.7,60,0,109.8,1,4,1,0,1.5
20210104,7,110,125,142,136,128,0,-3,3.3,56,0,109.8,1,4,1,0,1.5
20210104,8,154,153,159,159,156,165,-2.7,4.1,53,0,109.8,1,4,1,0.264,1.5
20210104,9,158,158,159,166,160,313,-1.5,2.4,48,0,109.8,1,4,1,0.488299532,1
20210104,10,127,158,173,168,157,2757,0.4,2.4,39,0,109.8,1,4,1,4.404153355,1
20210104,11,141,150,155,149,149,983,2.1,2.5,31,0,109.8,1,4,1,1.65210084,1
20210104,12,81,64,94,118,89,96,4,3.3,30,0,109.8,1,4,1,0.268907563,1
20210104,13,158,158,154,151,155,791,5.4,3.1,32,0,109.8,1,4,1,1.273752013,1
20210104,14,143,154,151,160,152,2485,6.2,3.4,35,0,109.8,1,4,1,4.087171053,1
20210104,15,125,142,144,149,140,2313,6.3,3.2,35,0,109.8,1,4,1,4.130357143,1
20210104,16,140,141,145,140,142,1906,6.2,2.8,37,0,109.8,1,4,1,3.367491166,1
20210104,17,105,103,138,143,122,1725,4.6,1.8,38,0,109.8,1,4,1,3.527607362,1
20210104,18,139,138,135,145,139,0,3.1,1.5,42,0,109.8,1,4,1,0,1.5
20210104,19,135,119,103,94,113,0,2.1,1,45,0,109.8,1,4,1,0,1.5
20210104,20,91,96,105,111,101,46,1.6,1,47,0,109.8,1,4,1,0.114143921,1.5
20210104,21,110,105,109,109,108,40,0.5,0.8,53,0,109.8,1,4,1,0.092378753,1.5
20210104,22,96,111,111,109,107,0,0.9,0.4,52,0,109.8,1,4,1,0,1.5
20210104,23,109,112,102,65,97,52,0.2,0.8,56,0,109.8,1,4,1,0.134020619,1.5
20210105,0,22,22,26,26,24,0,0.1,0.5,58,0,109.8,2,5,1,0,1.5
20210105,1,21,21,21,22,21,0,0.3,0.9,60,0,109.8,2,5,1,0,1.5
20210105,2,21,21,21,22,21,0,0.2,0.4,60,0,109.8,2,5,1,0,1.5
20210105,3,22,22,22,24,23,0,-0.1,0.7,63,0,109.8,2,5,1,0,1.5
20210105,4,26,24,22,21,23,0,1.7,1.8,58,0,109.8,2,5,1,0,1.5
20210105,5,21,21,21,22,21,0,1.5,1,61,0,109.8,2,5,1,0,1.5
20210105,6,22,21,21,21,21,0,1,1.6,62,0,109.8,2,5,1,0,1.5
20210105,7,21,26,26,22,24,0,-0.4,0.5,67,0,109.8,2,5,1,0,1.5
20210105,8,21,21,21,21,21,0,0.6,2.1,67,0,109.8,2,5,1,0,1.5
20210105,9,21,21,21,21,21,0,2,2.7,64,0,109.8,2,5,1,0,1
20210105,10,21,21,22,26,23,0,4.1,2,64,0,109.8,2,5,1,0,1
20210105,11,25,21,21,21,22,0,4.6,3,52,0,109.8,2,5,1,0,1
20210105,12,21,21,21,21,21,0,5.7,3.4,31,0,109.8,2,5,1,0,1
20210105,13,21,21,21,21,21,0,4.7,3.5,29,0,109.8,2,5,1,0,1
20210105,14,24,25,21,21,23,0,3.4,3.8,28,0,109.8,2,5,1,0,1
20210105,15,21,21,21,21,21,0,3.1,3.1,32,0,109.8,2,5,1,0,1
20210105,16,21,21,21,21,21,0,2.1,2.8,33,0,109.8,2,5,1,0,1
20210105,17,24,26,22,21,23,0,1.3,2.3,34,0,109.8,2,5,1,0,1
20210105,18,21,21,21,21,21,0,0.6,2.4,33,0,109.8,2,5,1,0,1.5
20210105,19,21,21,21,21,21,0,-0.3,1.5,29,0,109.8,2,5,1,0,1.5
20210105,20,22,26,24,21,23,0,-0.7,1.9,27,0,109.8,2,5,1,0,1.5
20210105,21,21,21,21,22,21,0,-1.8,1.7,30,0,109.8,2,5,1,0,1.5
20210105,22,21,21,21,21,21,0,-2.3,2.7,29,0,109.8,2,5,1,0,1.5
20210105,23,21,24,26,25,24,0,-3.7,1.6,34,0,109.8,2,5,1,0,1.5
20210106,0,22,22,26,26,24,0,-4.5,2.5,37,0,109.8,3,6,1,0,1.5
20210106,1,21,21,21,22,21,0,-4.9,4.4,39,0,109.8,3,6,1,0,1.5
20210106,2,21,21,21,22,21,0,-5.5,4.8,43,0,109.8,3,6,1,0,1.5
20210106,3,22,22,22,24,23,0,-5.9,3.9,43,0,109.8,3,6,1,0,1.5
20210106,4,26,24,22,21,23,0,-6.5,3.3,42,0,109.8,3,6,1,0,1.5
20210106,5,21,21,21,22,21,0,-6.8,3.3,43,0,109.8,3,6,1,0,1.5
20210106,6,22,21,21,21,21,0,-7.1,3.7,50,0,109.8,3,6,1,0,1.5
20210106,7,21,26,26,22,24,0,-7.5,1.7,52,0,109.8,3,6,1,0,1.5
20210106,8,21,21,21,21,21,0,-6.6,4.6,46,0,109.8,3,6,1,0,1.5
20210106,9,21,21,21,21,21,0,-6.4,4.2,50,0,109.8,3,6,1,0,1
20210106,10,21,21,22,26,23,0,-4.7,3.5,45,0,109.8,3,6,1,0,1
20210106,11,25,21,21,21,22,0,-2.5,4.6,36,0,109.8,3,6,1,0,1
20210106,12,21,21,21,21,21,0,-0.9,5,35,0,109.8,3,6,1,0,1
20210106,13,21,21,21,21,21,0,-0.4,4.8,35,0,109.8,3,6,1,0,1
20210106,14,24,25,21,21,23,0,-0.1,4.2,34,0,109.8,3,6,1,0,1
20210106,15,21,21,21,21,21,0,0.6,3.1,32,0,109.8,3,6,1,0,1
20210106,16,21,21,21,21,21,0,0.7,1.6,32,0,109.8,3,6,1,0,1
20210106,17,24,26,22,21,23,0,-0.1,1.3,34,0,109.8,3,6,1,0,1
20210106,18,21,21,21,21,21,0,-1.5,1.9,38,0,109.8,3,6,1,0,1.5
20210106,19,21,21,21,21,21,0,-2,1.8,39,0,109.8,3,6,1,0,1.5
20210106,20,22,26,24,21,23,0,-1.9,0.8,40,0,109.8,3,6,1,0,1.5
20210106,21,21,21,21,22,21,0,-2.5,1.2,42,0,109.8,3,6,1,0,1.5
20210106,22,21,21,21,21,21,0,-3.3,1,48,0,109.8,3,6,1,0,1.5
20210106,23,21,24,26,25,24,0,-1.8,2.5,50,0,109.8,3,6,1,0,1.5
20210107,0,22,22,22,25,23,0,-2.2,0.9,53,0,109.8,4,7,1,0,1.5
20210107,1,26,22,22,22,23,34,-2.3,1.3,55,0,109.8,4,7,1,0.369565217,1.5
20210107,2,22,21,21,22,22,0,-1.2,3.2,55,0,109.8,4,7,1,0,1.5
20210107,3,22,22,22,23,22,56,-1,3,55,0,109.8,4,7,1,0.629213483,1.5
20210107,4,22,26,26,23,24,278,-1.4,4,43,0,109.8,4,7,1,2.865979381,1.5
20210107,5,22,22,22,22,22,0,-5.9,4.4,85,0.2,109.8,4,7,1,0,1.5
20210107,6,24,21,22,22,22,20,-6,4.9,55,0.2,109.8,4,7,1,0.224719101,1.5
20210107,7,24,44,67,90,56,2841,-6.8,4.5,53,0.2,109.8,4,7,1,12.62666667,1.5
20210107,8,151,169,182,182,171,538,-8.6,4.5,52,0.2,109.8,4,7,1,0.786549708,1.5
20210107,9,179,166,157,162,166,1384,-8,5.9,29,0.2,109.8,4,7,1,2.084337349,1
20210107,10,137,176,159,171,161,957,-7.7,6.4,24,0.2,109.8,4,7,1,1.488335925,1
20210107,11,169,170,166,168,168,1013,-7.4,5.9,23,0.2,109.8,4,7,1,1.505200594,1
20210107,12,120,105,106,129,115,797,-7.1,6.1,21,0.2,109.8,4,7,1,1.732608696,1
20210107,13,169,173,182,175,175,1293,-6.7,4.8,20,0.2,109.8,4,7,1,1.849785408,1
20210107,14,165,176,180,177,175,2314,-6.3,4.4,21,0.2,109.8,4,7,1,3.315186246,1
20210107,15,135,166,175,174,163,1043,-6.5,4.7,18,0.2,109.8,4,7,1,1.604615385,1
20210107,16,158,166,164,173,165,1546,-6.6,4.6,19,0.2,109.8,4,7,1,2.338880484,1
20210107,17,123,118,151,151,136,451,-7.6,3,21,0.2,109.8,4,7,1,0.830570902,1
20210107,18,154,158,154,143,152,380,-8.4,3.3,23,0.2,109.8,4,7,1,0.623973727,1.5
20210107,19,141,147,131,99,130,1652,-9,2.8,24,0.2,109.8,4,7,1,3.189189189,1.5
20210107,20,101,114,108,110,108,194,-9.6,3,23,0.2,109.8,4,7,1,0.448036952,1.5
20210107,21,110,113,110,111,111,0,-9.8,4.1,23,0.2,109.8,4,7,1,0,1.5
20210107,22,84,100,98,97,95,2,-10.4,4,25,0.2,109.8,4,7,1,0.005277045,1.5
20210107,23,110,106,100,77,98,12,-10.6,3.6,26,0.2,109.8,4,7,1,0.030534351,1.5
20210108,0,64,63,63,62,63,0,-10.8,3.7,28,0.2,109.8,5,8,1,0,1.5
20210108,1,87,94,105,110,99,0,-11.4,2.6,31,0,109.8,5,8,1,0,1.5
20210108,2,104,98,98,111,103,2,-12,1.5,34,0,109.8,5,8,1,0.00486618,1.5
20210108,3,90,105,99,104,100,148,-11.6,2.4,37,0,109.8,5,8,1,0.371859296,1.5
20210108,4,105,105,100,110,105,498,-11.1,3.2,39,0,109.8,5,8,1,1.185714286,1.5
20210108,5,82,72,94,101,87,33,-11.6,4,42,0,109.8,5,8,1,0.094555874,1.5
20210108,6,109,104,96,81,98,60,-11.7,4.4,44,0,109.8,5,8,1,0.153846154,1.5
20210108,7,72,77,107,117,93,1507,-11.6,4.3,44,0,109.8,5,8,1,4.040214477,1.5
20210108,8,141,154,161,160,154,777,-11.9,3.1,43,0,109.8,5,8,1,1.261363636,1.5
20210108,9,165,160,160,156,160,325,-10.2,4.5,34,0,109.8,5,8,1,0.507020281,1
20210108,10,127,153,138,150,142,2427,-9.1,5.4,30,0,109.8,5,8,1,4.272887324,1
20210108,11,159,160,167,171,164,695,-7.9,5,28,0,109.8,5,8,1,1.057838661,1
20210108,12,106,87,94,124,103,48,-6.5,2.8,28,0,109.8,5,8,1,0.116788321,1
20210108,13,157,174,168,160,165,4386,-5.6,3.4,28,0,109.8,5,8,1,6.655538695,1
20210108,14,156,164,167,176,166,1270,-5.4,4.2,30,0,109.8,5,8,1,1.915535445,1
20210108,15,139,173,153,180,161,3947,-5,4.3,30,0,109.8,5,8,1,6.119379845,1
20210108,16,150,166,164,152,158,613,-4.6,2.4,31,0,109.8,5,8,1,0.969936709,1
20210108,17,127,110,147,161,136,184,-5.8,2.5,34,0,109.8,5,8,1,0.337614679,1
20210108,18,150,156,152,157,154,754,-7,0.9,38,0,109.8,5,8,1,1.22601626,1.5
20210108,19,155,144,140,128,142,4008,-7.5,1,39,0,109.8,5,8,1,7.068783069,1.5
20210108,20,134,132,117,132,129,0,-7.4,3.8,31,0,109.8,5,8,1,0,1.5
20210108,21,132,123,116,114,121,28,-8,4.2,31,0,109.8,5,8,1,0.057731959,1.5
20210108,22,91,109,115,113,107,30,-8.8,2.6,36,0,109.8,5,8,1,0.070093458,1.5
20210108,23,105,114,104,82,101,43,-9.3,2.7,41,0,109.8,5,8,1,0.10617284,1.5
20210109,0,72,69,65,65,68,0,-9.4,3.1,42,0,109.8,6,9,1,0,1.5
20210109,1,92,97,103,103,99,32,-9.6,4.5,45,0,109.8,6,9,1,0.081012658,1.5
20210109,2,107,106,99,103,104,0,-9.7,4.1,46,0,109.8,6,9,1,0,1.5
20210109,3,92,110,110,109,105,23,-9.5,4.7,46,0,109.8,6,9,1,0.054631829,1.5
20210109,4,108,105,106,108,107,0,-10.2,4.1,49,0,109.8,6,9,1,0,1.5
20210109,5,89,83,99,98,92,0,-10.5,3.7,50,0,109.8,6,9,1,0,1.5
20210109,6,102,111,110,103,107,64,-10,3.6,47,0,109.8,6,9,1,0.150234742,1.5
20210109,7,92,75,48,29,61,548,-10.3,2.4,49,0,109.8,6,9,1,2.245901639,1.5
20210109,8,27,25,22,22,24,0,-9.7,4.3,47,0,109.8,6,9,1,0,1.5
20210109,9,22,22,22,22,22,0,-7.8,2.9,40,0,109.8,6,9,1,0,1
20210109,10,22,22,22,22,22,0,-6.5,3,32,0,109.8,6,9,1,0,1
20210109,11,22,23,28,27,25,0,-5.3,4.3,27,0,109.8,6,9,1,0,1
20210109,12,119,102,96,122,110,0,-4.1,4.2,25,0,109.8,6,9,1,0,1
20210109,13,159,162,175,181,169,0,-3.7,4.7,25,0,109.8,6,9,1,0,1
20210109,14,22,23,22,23,23,0,-3,4.5,25,0,109.8,6,9,1,0,1
20210109,15,28,26,23,22,25,0,-2.3,3.6,27,0,109.8,6,9,1,0,1
20210109,16,159,146,144,154,151,0,-2.2,2.9,29,0,109.8,6,9,1,0,1
20210109,17,108,104,144,161,129,0,-3.1,2.7,33,0,109.8,6,9,1,0,1
20210109,18,156,156,161,145,155,0,-4.1,2.9,39,0,109.8,6,9,1,0,1.5
20210109,19,148,136,131,111,132,0,-5.2,2.6,43,0,109.8,6,9,1,0,1.5
20210109,20,106,112,106,113,109,0,-5.8,3.8,37,0,109.8,6,9,1,0,1.5
20210109,21,107,110,100,103,105,0,-6.4,4.2,37,0,109.8,6,9,1,0,1.5
20210109,22,26,22,22,22,23,0,-6.7,4.6,40,0,109.8,6,9,1,0,1.5
20210109,23,106,95,98,79,95,0,-7.2,4.4,43,0,109.8,6,9,1,0,1.5
20210110,0,64,64,64,67,65,0,-7.3,2.4,45,0,109.8,7,10,1,0,1.5
20210110,1,96,107,104,103,103,0,-7.2,4.2,48,0,109.8,7,10,1,0,1.5
20210110,2,103,109,101,104,104,0,-7.4,2.8,50,0,109.8,7,10,1,0,1.5
20210110,3,89,104,100,104,99,0,-7.3,2.6,54,0,109.8,7,10,1,0,1.5
20210110,4,22,24,27,22,24,0,-8.1,2.3,57,0,109.8,7,10,1,0,1.5
20210110,5,22,22,22,22,22,0,-8.5,2.8,59,0,109.8,7,10,1,0,1.5
20210110,6,22,22,22,22,22,0,-8.2,3.3,57,0,109.8,7,10,1,0,1.5
20210110,7,21,23,26,25,24,0,-7.6,2.7,54,0,109.8,7,10,1,0,1.5
20210110,8,142,157,156,165,155,0,-7.1,2.7,54,0,109.8,7,10,1,0,1.5
20210110,9,24,22,22,22,23,0,-5.9,2.8,49,0,109.8,7,10,1,0,1
20210110,10,134,169,177,175,164,0,-3.4,2,42,0,109.8,7,10,1,0,1
20210110,11,161,149,168,165,161,0,-1.5,3.5,33,0,109.8,7,10,1,0,1
20210110,12,22,22,22,22,22,0,0.9,2.4,32,0,109.8,7,10,1,0,1
20210110,13,22,22,22,22,22,0,0.8,3.9,32,0,109.8,7,10,1,0,1
20210110,14,153,162,169,165,162,0,1.5,3.6,30,0,109.8,7,10,1,0,1
20210110,15,22,22,22,22,22,0,1.8,3,31,0,109.8,7,10,1,0,1
20210110,16,24,22,23,22,23,0,1.3,3.4,33,0,109.8,7,10,1,0,1
20210110,17,22,22,22,25,23,0,0.3,2.5,35,0,109.8,7,10,1,0,1
20210110,18,122,123,123,121,122,0,-0.5,1.9,37,0,109.8,7,10,1,0,1.5
20210110,19,22,22,22,22,22,0,-1.2,2.2,39,0,109.8,7,10,1,0,1.5
20210110,20,22,22,22,22,22,0,-2.1,2.3,42,0,109.8,7,10,1,0,1.5
20210110,21,141,132,128,115,129,0,-2.4,2.5,43,0,109.8,7,10,1,0,1.5
20210110,22,108,124,122,116,118,0,-3.3,1.9,46,0,109.8,7,10,1,0,1.5
20210110,23,115,113,103,88,105,0,-3.3,2.1,45,0,109.8,7,10,1,0,1.5
20210111,0,72,70,69,68,70,0,-4.3,1.5,50,0,109.8,1,11,1,0,1.5
20210111,1,100,103,112,113,107,0,-4.2,2.4,53,0,109.8,1,11,1,0,1.5
20210111,2,106,95,105,111,104,0,-4.2,2.7,55,0,109.8,1,11,1,0,1.5
20210111,3,98,107,103,96,101,0,-3.9,2,54,0,109.8,1,11,1,0,1.5
20210111,4,113,114,110,108,111,0,-4,2.4,57,0,109.8,1,11,1,0,1.5
20210111,5,83,76,97,103,90,0,-4.8,2.4,58,0,109.8,1,11,1,0,1.5
20210111,6,107,107,107,100,105,0,-4.6,2.5,58,0,109.8,1,11,1,0,1.5
20210111,7,113,127,149,143,133,0,-4.1,2.5,61,0,109.8,1,11,1,0,1.5
20210111,8,155,175,171,169,168,299,-3.8,2.7,62,0,109.8,1,11,1,0.446268657,1.5
20210111,9,172,157,168,175,168,710,-3,2.2,59,0,109.8,1,11,1,1.056547619,1
20210111,10,127,165,168,164,156,661,-1.3,1.7,54,0,109.8,1,11,1,1.059294872,1
20210111,11,174,165,168,164,168,864,0.4,1.4,48,0,109.8,1,11,1,1.287630402,1
20210111,12,108,93,93,122,104,368,1.7,1.3,46,0,109.8,1,11,1,0.884615385,1
20210111,13,160,149,155,150,154,626,1.7,1.2,46,0,109.8,1,11,1,1.019543974,1
20210111,14,160,157,160,157,159,2202,2.2,0.6,47,0,109.8,1,11,1,3.47318612,1
20210111,15,126,159,160,153,150,601,3,1.1,45,0,109.8,1,11,1,1.005016722,1
20210111,16,153,151,163,160,157,1308,2.8,1.5,46,0,109.8,1,11,1,2.086124402,1
20210111,17,119,107,158,159,136,683,2.8,1.5,50,0,109.8,1,11,1,1.257826888,1
20210111,18,152,143,145,139,145,985,1.9,2.5,55,0,109.8,1,11,1,1.701208981,1.5
20210111,19,142,135,142,125,136,1266,-0.2,3,54,0,109.8,1,11,1,2.327205882,1.5
20210111,20,113,120,130,120,121,608,-0.7,1.5,56,0,109.8,1,11,1,1.258799172,1.5
20210111,21,116,106,111,104,109,26,-1.2,0,58,0,109.8,1,11,1,0.059496568,1.5
20210111,22,92,105,110,109,104,48,-1.1,1.5,59,0,109.8,1,11,1,0.115384615,1.5
20210111,23,101,110,105,83,100,12,-1.3,2,56,0,109.8,1,11,1,0.030075188,1.5
20210112,0,22,22,26,26,24,0,-2.5,1.5,58,0,109.8,2,12,1,0,1.5
20210112,1,21,21,21,22,21,0,-2.6,2.8,58,0,109.8,2,12,1,0,1.5
20210112,2,21,21,21,22,21,0,-3.1,1.8,59,0,109.8,2,12,1,0,1.5
20210112,3,22,22,22,24,23,0,-3.4,1.9,58,0,109.8,2,12,1,0,1.5
20210112,4,26,24,22,21,23,0,-3.2,2.2,56,0,109.8,2,12,1,0,1.5
20210112,5,21,21,21,22,21,0,-3.6,2.5,57,0,109.8,2,12,1,0,1.5
20210112,6,22,21,21,21,21,0,-3.7,2.2,58,0,109.8,2,12,1,0,1.5
20210112,7,21,26,26,22,24,0,-4.9,1.2,64,0,109.8,2,12,1,0,1.5
20210112,8,21,21,21,21,21,0,-3.9,1.6,63,0,109.8,2,12,1,0,1.5
20210112,9,21,21,21,21,21,0,-2,1.6,58,0,109.8,2,12,1,0,1
20210112,10,21,21,22,26,23,0,-0.3,1.5,53,0,109.8,2,12,1,0,1
20210112,11,25,21,21,21,22,0,1.2,2.1,48,0,109.8,2,12,1,0,1
20210112,12,21,21,21,21,21,0,3.1,2.6,42,0,109.8,2,12,1,0,1
20210112,13,21,21,21,21,21,0,4,2,38,0,109.8,2,12,1,0,1
20210112,14,24,25,21,21,23,0,4.8,3.1,32,0,109.8,2,12,1,0,1
20210112,15,21,21,21,21,21,0,5.1,2.2,33,0,109.8,2,12,1,0,1
20210112,16,21,21,21,21,21,0,4.4,2.8,35,0,109.8,2,12,1,0,1
20210112,17,24,26,22,21,23,0,3.2,1.9,38,0,109.8,2,12,1,0,1
20210112,18,21,21,21,21,21,0,1.7,1.4,41,0,109.8,2,12,1,0,1.5
20210112,19,21,21,21,21,21,0,1.2,1.7,45,0,109.8,2,12,1,0,1.5
20210112,20,22,26,24,21,23,0,1.1,2.4,46,0,109.8,2,12,1,0,1.5
20210112,21,21,21,21,22,21,0,0.7,2,47,0,109.8,2,12,1,0,1.5
20210112,22,21,21,21,21,21,0,1.7,3.3,47,0,109.8,2,12,1,0,1.5
20210112,23,21,24,26,25,24,0,1.6,3.2,49,0,109.8,2,12,1,0,1.5
20210113,0,22,22,26,26,24,0,-0.4,0.5,56,0,109.8,3,13,1,0,1.5
20210113,1,21,21,21,22,21,0,0,1.2,58,0,109.8,3,13,1,0,1.5
20210113,2,21,21,21,22,21,0,-0.9,0,60,0,109.8,3,13,1,0,1.5
20210113,3,22,22,22,24,23,0,-1.5,0.2,64,0,109.8,3,13,1,0,1.5
20210113,4,26,24,22,21,23,0,-1.5,0.3,68,0,109.8,3,13,1,0,1.5
20210113,5,21,21,21,22,21,0,-1.8,0.2,70,0,109.8,3,13,1,0,1.5
20210113,6,22,21,21,21,21,0,0.5,1.8,64,0,109.8,3,13,1,0,1.5
20210113,7,21,26,26,22,24,0,-2.8,0.9,77,0,109.8,3,13,1,0,1.5
