datetime,전력,생산량,기온,풍속,습도,강수량_증분,전기요금(계절),인건비,is_missing
2021.01.01 05:30:00,99.0,0.0,-5.5,2.1,66.0,0.0,109.8,1.5,false
2021.01.01 05:45:00,98.0,0.0,-5.5,2.1,66.0,0.0,109.8,1.5,false
2021.01.01 06:00:00,102.0,0.0,-5.6,1.5,67.0,0.0,109.8,1.5,false
2021.01.01 06:15:00,111.0,0.0,-5.6,1.5,67.0,0.0,109.8,1.5,false
2021.01.01 06:30:00,110.0,0.0,-5.6,1.5,67.0,0.0,109.8,1.5,false
2021.01.01 06:45:00,103.0,0.0,-5.6,1.5,67.0,0.0,109.8,1.5,false
2021.01.01 07:00:00,92.0,0.0,-6.8,0.6,73.0,0.0,109.8,1.5,false
2021.01.01 07:15:00,75.0,0.0,-6.8,0.6,73.0,0.0,109.8,1.5,false
2021.01.01 07:30:00,48.0,0.0,-6.8,0.6,73.0,0.0,109.8,1.5,false
2021.01.01 07:45:00,29.0,0.0,-6.8,0.6,73.0,0.0,109.8,1.5,false
2021.01.01 08:00:00,27.0,0.0,-5.6,0.0,72.0,0.0,109.8,1.5,false
2021.01.01 08:15:00,25.0,0.0,-5.6,0.0,72.0,0.0,109.8,1.5,false
2021.01.01 08:30:00,22.0,0.0,-5.6,0.0,72.0,0.0,109.8,1.5,false
2021.01.01 08:45:00,22.0,0.0,-5.6,0.0,72.0,0.0,109.8,1.5,false
2021.01.01 09:00:00,22.0,0.0,-3.3,1.2,62.0,0.0,109.8,1.0,false
2021.01.01 09:15:00,22.0,0.0,-3.3,1.2,62.0,0.0,109.8,1.0,false
2021.01.01 09:30:00,22.0,0.0,-3.3,1.2,62.0,0.0,109.8,1.0,false
2021.01.01 09:45:00,22.0,0.0,-3.3,1.2,62.0,0.0,109.8,1.0,false
2021.01.01 10:00:00,22.0,0.0,-1.2,2.1,54.0,0.0,109.8,1.0,false
2021.01.01 10:15:00,22.0,0.0,-1.2,2.1,54.0,0.0,109.8,1.0,false
2021.01.01 10:30:00,22.0,0.0,-1.2,2.1,54.0,0.0,109.8,1.0,false
2021.01.01 10:45:00,22.0,0.0,-1.2,2.1,54.0,0.0,109.8,1.0,false
2021.01.01 11:00:00,22.0,0.0,-0.1,3.5,50.0,0.0,109.8,1.0,false
2021.01.01 11:15:00,23.0,0.0,-0.1,3.5,50.0,0.0,109.8,1.0,false
2021.01.01 11:30:00,28.0,0.0,-0.1,3.5,50.0,0.0,109.8,1.0,false
2021.01.01 11:45:00,27.0,0.0,-0.1,3.5,50.0,0.0,109.8,1.0,false
2021.01.01 12:00:00,22.0,0.0,1.5,2.8,45.0,0.0,109.8,1.0,false
2021.01.01 12:15:00,23.0,0.0,1.5,2.8,45.0,0.0,109.8,1.0,false
2021.01.01 12:30:00,22.0,0.0,1.5,2.8,45.0,0.0,109.8,1.0,false
2021.01.01 12:45:00,22.0,0.0,1.5,2.8,45.0,0.0,109.8,1.0,false
2021.01.01 13:00:00,22.0,0.0,2.6,3.5,44.0,0.0,109.8,1.0,false
2021.01.01 13:15:00,23.0,0.0,2.6,3.5,44.0,0.0,109.8,1.0,false
2021.01.01 13:30:00,22.0,0.0,2.6,3.5,44.0,0.0,109.8,1.0,false
2021.01.01 13:45:00,22.0,0.0,2.6,3.5,44.0,0.0,109.8,1.0,false
2021.01.01 14:00:00,22.0,0.0,2.6,3.3,43.0,0.0,109.8,1.0,false
2021.01.01 14:15:00,23.0,0.0,2.6,3.3,43.0,0.0,109.8,1.0,false
2021.01.01 14:30:00,22.0,0.0,2.6,3.3,43.0,0.0,109.8,1.0,false
2021.01.01 14:45:00,23.0,0.0,2.6,3.3,43.0,0.0,109.8,1.0,false
2021.01.01 15:00:00,28.0,0.0,3.5,3.0,42.0,0.0,109.8,1.0,false
2021.01.01 15:15:00,26.0,0.0,3.5,3.0,42.0,0.0,109.8,1.0,false
2021.01.01 15:30:00,23.0,0.0,3.5,3.0,42.0,0.0,109.8,1.0,false
2021.01.01 15:45:00,22.0,0.0,3.5,3.0,42.0,0.0,109.8,1.0,false
2021.01.01 16:00:00,23.0,0.0,3.0,3.1,43.0,0.0,109.8,1.0,false
2021.01.01 16:15:00,23.0,0.0,3.0,3.1,43.0,0.0,109.8,1.0,false
2021.01.01 16:30:00,22.0,0.0,3.0,3.1,43.0,0.0,109.8,1.0,false
2021.01.01 16:45:00,23.0,0.0,3.0,3.1,43.0,0.0,109.8,1.0,false
2021.01.01 17:00:00,22.0,0.0,2.2,1.6,50.0,0.0,109.8,1.0,false
2021.01.01 17:15:00,22.0,0.0,2.2,1.6,50.0,0.0,109.8,1.0,false
2021.01.01 17:30:00,22.0,0.0,2.2,1.6,50.0,0.0,109.8,1.0,false
2021.01.01 17:45:00,23.0,0.0,2.2,1.6,50.0,0.0,109.8,1.0,false
2021.01.01 18:00:00,22.0,0.0,1.1,1.2,55.0,0.0,109.8,1.5,false
2021.01.01 18:15:00,23.0,0.0,1.1,1.2,55.0,0.0,109.8,1.5,false
2021.01.01 18:30:00,27.0,0.0,1.1,1.2,55.0,0.0,109.8,1.5,false
2021.01.01 18:45:00,27.0,0.0,1.1,1.2,55.0,0.0,109.8,1.5,false
2021.01.01 19:00:00,22.0,0.0,1.3,1.1,55.0,0.0,109.8,1.5,false
2021.01.01 19:15:00,22.0,0.0,1.3,1.1,55.0,0.0,109.8,1.5,false
2021.01.01 19:30:00,22.0,0.0,1.3,1.1,55.0,0.0,109.8,1.5,false
2021.01.01 19:45:00,22.0,0.0,1.3,1.1,55.0,0.0,109.8,1.5,false
2021.01.01 20:00:00,22.0,0.0,1.2,1.8,57.0,0.0,109.8,1.5,false
2021.01.01 20:15:00,22.0,0.0,1.2,1.8,57.0,0.0,109.8,1.5,false
2021.01.01 20:30:00,22.0,0.0,1.2,1.8,57.0,0.0,109.8,1.5,false
2021.01.01 20:45:00,22.0,0.0,1.2,1.8,57.0,0.0,109.8,1.5,false
2021.01.01 21:00:00,23.0,0.0,0.9,1.6,59.0,0.0,109.8,1.5,false
2021.01.01 21:15:00,22.0,0.0,0.9,1.6,59.0,0.0,109.8,1.5,false
2021.01.01 21:30:00,22.0,0.0,0.9,1.6,59.0,0.0,109.8,1.5,false
2021.01.01 21:45:00,27.0,0.0,0.9,1.6,59.0,0.0,109.8,1.5,false
2021.01.01 22:00:00,26.0,0.0,-0.2,1.8,63.0,0.0,109.8,1.5,false
2021.01.01 22:15:00,22.0,0.0,-0.2,1.8,63.0,0.0,109.8,1.5,false
2021.01.01 22:30:00,22.0,0.0,-0.2,1.8,63.0,0.0,109.8,1.5,false
2021.01.01 22:45:00,22.0,0.0,-0.2,1.8,63.0,0.0,109.8,1.5,false
2021.01.01 23:00:00,22.0,0.0,0.0,1.9,57.0,0.0,109.8,1.5,false
2021.01.01 23:15:00,22.0,0.0,0.0,1.9,57.0,0.0,109.8,1.5,false
2021.01.01 23:30:00,22.0,0.0,0.0,1.9,57.0,0.0,109.8,1.5,false
2021.01.01 23:45:00,22.0,0.0,0.0,1.9,57.0,0.0,109.8,1.5,false
2021.01.02 00:00:00,63.0,0.0,-0.7,1.1,60.0,0.0,109.8,1.5,false
2021.01.02 00:15:00,63.0,0.0,-0.7,1.1,60.0,0.0,109.8,1.5,false
2021.01.02 00:30:00,64.0,0.0,-0.7,1.1,60.0,0.0,109.8,1.5,false
2021.01.02 00:45:00,63.0,0.0,-0.7,1.1,60.0,0.0,109.8,1.5,false
2021.01.02 01:00:00,96.0,0.0,-1.7,1.0,64.0,0.0,109.8,1.5,false
2021.01.02 01:15:00,93.0,0.0,-1.7,1.0,64.0,0.0,109.8,1.5,false
2021.01.02 01:30:00,116.0,0.0,-1.7,1.0,64.0,0.0,109.8,1.5,false
2021.01.02 01:45:00,113.0,0.0,-1.7,1.0,64.0,0.0,109.8,1.5,false
2021.01.02 02:00:00,106.0,0.0,-2.5,1.7,66.0,0.0,109.8,1.5,false
2021.01.02 02:15:00,96.0,0.0,-2.5,1.7,66.0,0.0,109.8,1.5,false
2021.01.02 02:30:00,106.0,0.0,-2.5,1.7,66.0,0.0,109.8,1.5,false
2021.01.02 02:45:00,107.0,0.0,-2.5,1.7,66.0,0.0,109.8,1.5,false
2021.01.02 03:00:00,92.0,0.0,-2.4,0.8,72.0,0.0,109.8,1.5,false
2021.01.02 03:15:00,110.0,0.0,-2.4,0.8,72.0,0.0,109.8,1.5,false
2021.01.02 03:30:00,110.0,0.0,-2.4,0.8,72.0,0.0,109.8,1.5,false
2021.01.02 03:45:00,109.0,0.0,-2.4,0.8,72.0,0.0,109.8,1.5,false
2021.01.02 04:00:00,108.0,0.0,-1.4,1.8,74.0,0.0,109.8,1.5,false
2021.01.02 04:15:00,105.0,0.0,-1.4,1.8,74.0,0.0,109.8,1.5,false
2021.01.02 04:30:00,106.0,0.0,-1.4,1.8,74.0,0.0,109.8,1.5,false
2021.01.02 04:45:00,108.0,0.0,-1.4,1.8,74.0,0.0,109.8,1.5,false
2021.01.02 05:00:00,89.0,0.0,-1.1,1.5,74.0,0.0,109.8,1.5,false
2021.01.02 05:15:00,83.0,0.0,-1.1,1.5,74.0,0.0,109.8,1.5,false
2021.01.02 05:30:00,99.0,0.0,-1.1,1.5,74.0,0.0,109.8,1.5,false
2021.01.02 05:45:00,98.0,0.0,-1.1,1.5,74.0,0.0,109.8,1.5,false
2021.01.02 06:00:00,102.0,0.0,-0.7,2.1,68.0,0.0,109.8,1.5,false
2021.01.02 06:15:00,111.0,0.0,-0.7,2.1,68.0,0.0,109.8,1.5,false
2021.01.02 06:30:00,110.0,0.0,-0.7,2.1,68.0,0.0,109.8,1.5,false
2021.01.02 06:45:00,103.0,0.0,-0.7,2.1,68.0,0.0,109.8,1.5,false
2021.01.02 07:00:00,92.0,0.0,-2.1,0.2,74.0,0.0,109.8,1.5,false
2021.01.02 07:15:00,75.0,0.0,-2.1,0.2,74.0,0.0,109.8,1.5,false
2021.01.02 07:30:00,48.0,0.0,-2.1,0.2,74.0,0.0,109.8,1.5,false
2021.01.02 07:45:00,29.0,0.0,-2.1,0.2,74.0,0.0,109.8,1.5,false
2021.01.02 08:00:00,27.0,0.0,-1.9,1.4,65.0,0.0,109.8,1.5,false
2021.01.02 08:15:00,25.0,0.0,-1.9,1.4,65.0,0.0,109.8,1.5,false
2021.01.02 08:30:00,22.0,0.0,-1.9,1.4,65.0,0.0,109.8,1.5,false
2021.01.02 08:45:00,22.0,0.0,-1.9,1.4,65.0,0.0,109.8,1.5,false
2021.01.02 09:00:00,22.0,0.0,0.1,0.9,56.0,0.0,109.8,1.0,false
2021.01.02 09:15:00,22.0,0.0,0.1,0.9,56.0,0.0,109.8,1.0,false
2021.01.02 09:30:00,22.0,0.0,0.1,0.9,56.0,0.0,109.8,1.0,false
2021.01.02 09:45:00,22.0,0.0,0.1,0.9,56.0,0.0,109.8,1.0,false
2021.01.02 10:00:00,22.0,0.0,1.0,1.4,58.0,0.0,109.8,1.0,false
2021.01.02 10:15:00,22.0,0.0,1.0,1.4,58.0,0.0,109.8,1.0,false
2021.01.02 10:30:00,22.0,0.0,1.0,1.4,58.0,0.0,109.8,1.0,false
2021.01.02 10:45:00,22.0,0.0,1.0,1.4,58.0,0.0,109.8,1.0,false
2021.01.02 11:00:00,22.0,0.0,1.4,2.3,43.0,0.0,109.8,1.0,false
2021.01.02 11:15:00,23.0,0.0,1.4,2.3,43.0,0.0,109.8,1.0,false
2021.01.02 11:30:00,28.0,0.0,1.4,2.3,43.0,0.0,109.8,1.0,false
2021.01.02 11:45:00,27.0,0.0,1.4,2.3,43.0,0.0,109.8,1.0,false
2021.01.02 12:00:00,22.0,0.0,2.6,3.1,39.0,0.0,109.8,1.0,false
2021.01.02 12:15:00,23.0,0.0,2.6,3.1,39.0,0.0,109.8,1.0,false
2021.01.02 12:30:00,22.0,0.0,2.6,3.1,39.0,0.0,109.8,1.0,false
2021.01.02 12:45:00,22.0,0.0,2.6,3.1,39.0,0.0,109.8,1.0,false
2021.01.02 13:00:00,22.0,0.0,2.6,4.1,35.0,0.0,109.8,1.0,false
2021.01.02 13:15:00,23.0,0.0,2.6,4.1,35.0,0.0,109.8,1.0,false
2021.01.02 13:30:00,22.0,0.0,2.6,4.1,35.0,0.0,109.8,1.0,false
2021.01.02 13:45:00,22.0,0.0,2.6,4.1,35.0,0.0,109.8,1.0,false
2021.01.02 14:00:00,22.0,0.0,2.6,4.4,31.0,0.0,109.8,1.0,false
2021.01.02 14:15:00,23.0,0.0,2.6,4.4,31.0,0.0,109.8,1.0,false
2021.01.02 14:30:00,22.0,0.0,2.6,4.4,31.0,0.0,109.8,1.0,false
2021.01.02 14:45:00,23.0,0.0,2.6,4.4,31.0,0.0,109.8,1.0,false
2021.01.02 15:00:00,28.0,0.0,2.6,3.5,30.0,0.0,109.8,1.0,false
2021.01.02 15:15:00,26.0,0.0,2.6,3.5,30.0,0.0,109.8,1.0,false
2021.01.02 15:30:00,23.0,0.0,2.6,3.5,30.0,0.0,109.8,1.0,false
2021.01.02 15:45:00,22.0,0.0,2.6,3.5,30.0,0.0,109.8,1.0,false
2021.01.02 16:00:00,23.0,0.0,2.4,3.7,27.0,0.0,109.8,1.0,false
2021.01.02 16:15:00,23.0,0.0,2.4,3.7,27.0,0.0,109.8,1.0,false
2021.01.02 16:30:00,22.0,0.0,2.4,3.7,27.0,0.0,109.8,1.0,false
2021.01.02 16:45:00,23.0,0.0,2.4,3.7,27.0,0.0,109.8,1.0,false
2021.01.02 17:00:00,22.0,0.0,1.2,3.6,26.0,0.0,109.8,1.0,false
2021.01.02 17:15:00,22.0,0.0,1.2,3.6,26.0,0.0,109.8,1.0,false
2021.01.02 17:30:00,22.0,0.0,1.2,3.6,26.0,0.0,109.8,1.0,false
2021.01.02 17:45:00,23.0,0.0,1.2,3.6,26.0,0.0,109.8,1.0,false
2021.01.02 18:00:00,22.0,0.0,0.3,3.0,28.0,0.0,109.8,1.5,false
2021.01.02 18:15:00,23.0,0.0,0.3,3.0,28.0,0.0,109.8,1.5,false
2021.01.02 18:30:00,27.0,0.0,0.3,3.0,28.0,0.0,109.8,1.5,false
2021.01.02 18:45:00,27.0,0.0,0.3,3.0,28.0,0.0,109.8,1.5,false
2021.01.02 19:00:00,22.0,0.0,-0.6,3.2,30.0,0.0,109.8,1.5,false
2021.01.02 19:15:00,22.0,0.0,-0.6,3.2,30.0,0.0,109.8,1.5,false
2021.01.02 19:30:00,22.0,0.0,-0.6,3.2,30.0,0.0,109.8,1.5,false
2021.01.02 19:45:00,22.0,0.0,-0.6,3.2,30.0,0.0,109.8,1.5,false
2021.01.02 20:00:00,22.0,0.0,-0.9,3.3,30.0,0.0,109.8,1.5,false
2021.01.02 20:15:00,22.0,0.0,-0.9,3.3,30.0,0.0,109.8,1.5,false
2021.01.02 20:30:00,22.0,0.0,-0.9,3.3,30.0,0.0,109.8,1.5,false
2021.01.02 20:45:00,22.0,0.0,-0.9,3.3,30.0,0.0,109.8,1.5,false
2021.01.02 21:00:00,23.0,0.0,-1.2,2.8,31.0,0.0,109.8,1.5,false
2021.01.02 21:15:00,22.0,0.0,-1.2,2.8,31.0,0.0,109.8,1.5,false
2021.01.02 21:30:00,22.0,0.0,-1.2,2.8,31.0,0.0,109.8,1.5,false
2021.01.02 21:45:00,27.0,0.0,-1.2,2.8,31.0,0.0,109.8,1.5,false
2021.01.02 22:00:00,26.0,0.0,-1.7,3.1,33.0,0.0,109.8,1.5,false
2021.01.02 22:15:00,22.0,0.0,-1.7,3.1,33.0,0.0,109.8,1.5,false
2021.01.02 22:30:00,22.0,0.0,-1.7,3.1,33.0,0.0,109.8,1.5,false
2021.01.02 22:45:00,22.0,0.0,-1.7,3.1,33.0,0.0,109.8,1.5,false
2021.01.02 23:00:00,22.0,0.0,-2.1,2.9,35.0,0.0,109.8,1.5,false
2021.01.02 23:15:00,22.0,0.0,-2.1,2.9,35.0,0.0,109.8,1.5,false
2021.01.02 23:30:00,22.0,0.0,-2.1,2.9,35.0,0.0,109.8,1.5,false
2021.01.02 23:45:00,22.0,0.0,-2.1,2.9,35.0,0.0,109.8,1.5,false
2021.01.03 00:00:00,22.0,0.0,-2.1,2.8,34.0,0.0,109.8,1.5,false
2021.01.03 00:15:00,22.0,0.0,-2.1,2.8,34.0,0.0,109.8,1.5,false
2021.01.03 00:30:00,22.0,0.0,-2.1,2.8,34.0,0.0,109.8,1.5,false
2021.01.03 00:45:00,22.0,0.0,-2.1,2.8,34.0,0.0,109.8,1.5,false
2021.01.03 01:00:00,24.0,0.0,-2.5,2.1,35.0,0.0,109.8,1.5,false
2021.01.03 01:15:00,27.0,0.0,-2.5,2.1,35.0,0.0,109.8,1.5,false
2021.01.03 01:30:00,24.0,0.0,-2.5,2.1,35.0,0.0,109.8,1.5,false
2021.01.03 01:45:00,24.0,0.0,-2.5,2.1,35.0,0.0,109.8,1.5,false
2021.01.03 02:00:00,22.0,0.0,-2.5,2.9,34.0,0.0,109.8,1.5,false
2021.01.03 02:15:00,22.0,0.0,-2.5,2.9,34.0,0.0,109.8,1.5,false
2021.01.03 02:30:00,22.0,0.0,-2.5,2.9,34.0,0.0,109.8,1.5,false
2021.01.03 02:45:00,22.0,0.0,-2.5,2.9,34.0,0.0,109.8,1.5,false
2021.01.03 03:00:00,22.0,0.0,-2.5,3.3,36.0,0.0,109.8,1.5,false
2021.01.03 03:15:00,22.0,0.0,-2.5,3.3,36.0,0.0,109.8,1.5,false
2021.01.03 03:30:00,22.0,0.0,-2.5,3.3,36.0,0.0,109.8,1.5,false
2021.01.03 03:45:00,22.0,0.0,-2.5,3.3,36.0,0.0,109.8,1.5,false
2021.01.03 04:00:00,22.0,0.0,-2.2,3.3,35.0,0.0,109.8,1.5,false
2021.01.03 04:15:00,24.0,0.0,-2.2,3.3,35.0,0.0,109.8,1.5,false
2021.01.03 04:30:00,27.0,0.0,-2.2,3.3,35.0,0.0,109.8,1.5,false
2021.01.03 04:45:00,22.0,0.0,-2.2,3.3,35.0,0.0,109.8,1.5,false
2021.01.03 05:00:00,22.0,0.0,-2.5,3.5,39.0,0.0,109.8,1.5,false
2021.01.03 05:15:00,22.0,0.0,-2.5,3.5,39.0,0.0,109.8,1.5,false
2021.01.03 05:30:00,22.0,0.0,-2.5,3.5,39.0,0.0,109.8,1.5,false
2021.01.03 05:45:00,22.0,0.0,-2.5,3.5,39.0,0.0,109.8,1.5,false
2021.01.03 06:00:00,22.0,0.0,-2.3,3.6,39.0,0.0,109.8,1.5,false
2021.01.03 06:15:00,22.0,0.0,-2.3,3.6,39.0,0.0,109.8,1.5,false
2021.01.03 06:30:00,22.0,0.0,-2.3,3.6,39.0,0.0,109.8,1.5,false
2021.01.03 06:45:00,22.0,0.0,-2.3,3.6,39.0,0.0,109.8,1.5,false
2021.01.03 07:00:00,21.0,0.0,-2.5,4.7,38.0,0.0,109.8,1.5,false
2021.01.03 07:15:00,23.0,0.0,-2.5,4.7,38.0,0.0,109.8,1.5,false
2021.01.03 07:30:00,26.0,0.0,-2.5,4.7,38.0,0.0,109.8,1.5,false
2021.01.03 07:45:00,25.0,0.0,-2.5,4.7,38.0,0.0,109.8,1.5,false
2021.01.03 08:00:00,22.0,0.0,-2.3,4.2,32.0,0.0,109.8,1.5,false
2021.01.03 08:15:00,22.0,0.0,-2.3,4.2,32.0,0.0,109.8,1.5,false
2021.01.03 08:30:00,22.0,0.0,-2.3,4.2,32.0,0.0,109.8,1.5,false
2021.01.03 08:45:00,22.0,0.0,-2.3,4.2,32.0,0.0,109.8,1.5,false
2021.01.03 09:00:00,24.0,0.0,-2.5,3.2,29.0,0.0,109.8,1.0,false
2021.01.03 09:15:00,22.0,0.0,-2.5,3.2,29.0,0.0,109.8,1.0,false
2021.01.03 09:30:00,22.0,0.0,-2.5,3.2,29.0,0.0,109.8,1.0,false
2021.01.03 09:45:00,22.0,0.0,-2.5,3.2,29.0,0.0,109.8,1.0,false
2021.01.03 10:00:00,22.0,0.0,-1.3,4.3,27.0,0.0,109.8,1.0,false
2021.01.03 10:15:00,22.0,0.0,-1.3,4.3,27.0,0.0,109.8,1.0,false
2021.01.03 10:30:00,22.0,0.0,-1.3,4.3,27.0,0.0,109.8,1.0,false
2021.01.03 10:45:00,25.0,0.0,-1.3,4.3,27.0,0.0,109.8,1.0,false
2021.01.03 11:00:00,27.0,0.0,0.0,3.5,25.0,0.0,109.8,1.0,false
2021.01.03 11:15:00,24.0,0.0,0.0,3.5,25.0,0.0,109.8,1.0,false
2021.01.03 11:30:00,22.0,0.0,0.0,3.5,25.0,0.0,109.8,1.0,false
2021.01.03 11:45:00,22.0,0.0,0.0,3.5,25.0,0.0,109.8,1.0,false
2021.01.03 12:00:00,22.0,0.0,1.1,3.8,23.0,0.0,109.8,1.0,false
2021.01.03 12:15:00,22.0,0.0,1.1,3.8,23.0,0.0,109.8,1.0,false
2021.01.03 12:30:00,22.0,0.0,1.1,3.8,23.0,0.0,109.8,1.0,false
2021.01.03 12:45:00,22.0,0.0,1.1,3.8,23.0,0.0,109.8,1.0,false
2021.01.03 13:00:00,22.0,0.0,2.5,3.8,22.0,0.0,109.8,1.0,false
2021.01.03 13:15:00,22.0,0.0,2.5,3.8,22.0,0.0,109.8,1.0,false
2021.01.03 13:30:00,22.0,0.0,2.5,3.8,22.0,0.0,109.8,1.0,false
2021.01.03 13:45:00,22.0,0.0,2.5,3.8,22.0,0.0,109.8,1.0,false
2021.01.03 14:00:00,22.0,0.0,2.5,3.6,24.0,0.0,109.8,1.0,false
2021.01.03 14:15:00,24.0,0.0,2.5,3.6,24.0,0.0,109.8,1.0,false
2021.01.03 14:30:00,27.0,0.0,2.5,3.6,24.0,0.0,109.8,1.0,false
2021.01.03 14:45:00,24.0,0.0,2.5,3.6,24.0,0.0,109.8,1.0,false
2021.01.03 15:00:00,22.0,0.0,2.3,3.1,27.0,0.0,109.8,1.0,false
2021.01.03 15:15:00,22.0,0.0,2.3,3.1,27.0,0.0,109.8,1.0,false
2021.01.03 15:30:00,22.0,0.0,2.3,3.1,27.0,0.0,109.8,1.0,false
2021.01.03 15:45:00,22.0,0.0,2.3,3.1,27.0,0.0,109.8,1.0,false
2021.01.03 16:00:00,24.0,0.0,1.7,2.5,29.0,0.0,109.8,1.0,false
2021.01.03 16:15:00,22.0,0.0,1.7,2.5,29.0,0.0,109.8,1.0,false
2021.01.03 16:30:00,23.0,0.0,1.7,2.5,29.0,0.0,109.8,1.0,false
2021.01.03 16:45:00,22.0,0.0,1.7,2.5,29.0,0.0,109.8,1.0,false
2021.01.03 17:00:00,22.0,0.0,1.2,1.9,31.0,0.0,109.8,1.0,false
2021.01.03 17:15:00,22.0,0.0,1.2,1.9,31.0,0.0,109.8,1.0,false
2021.01.03 17:30:00,22.0,0.0,1.2,1.9,31.0,0.0,109.8,1.0,false
2021.01.03 17:45:00,25.0,0.0,1.2,1.9,31.0,0.0,109.8,1.0,false
2021.01.03 18:00:00,27.0,0.0,0.9,1.8,33.0,0.0,109.8,1.5,false
2021.01.03 18:15:00,22.0,0.0,0.9,1.8,33.0,0.0,109.8,1.5,false
2021.01.03 18:30:00,22.0,0.0,0.9,1.8,33.0,0.0,109.8,1.5,false
2021.01.03 18:45:00,22.0,0.0,0.9,1.8,33.0,0.0,109.8,1.5,false
2021.01.03 19:00:00,22.0,0.0,0.9,1.8,34.0,0.0,109.8,1.5,false
2021.01.03 19:15:00,22.0,0.0,0.9,1.8,34.0,0.0,109.8,1.5,false
2021.01.03 19:30:00,22.0,0.0,0.9,1.8,34.0,0.0,109.8,1.5,false
2021.01.03 19:45:00,22.0,0.0,0.9,1.8,34.0,0.0,109.8,1.5,false
2021.01.03 20:00:00,22.0,0.0,0.6,1.7,37.0,0.0,109.8,1.5,false
2021.01.03 20:15:00,22.0,0.0,0.6,1.7,37.0,0.0,109.8,1.5,false
2021.01.03 20:30:00,22.0,0.0,0.6,1.7,37.0,0.0,109.8,1.5,false
2021.01.03 20:45:00,22.0,0.0,0.6,1.7,37.0,0.0,109.8,1.5,false
2021.01.03 21:00:00,26.0,0.0,0.4,2.3,37.0,0.0,109.8,1.5,false
2021.01.03 21:15:00,27.0,0.0,0.4,2.3,37.0,0.0,109.8,1.5,false
2021.01.03 21:30:00,25.0,0.0,0.4,2.3,37.0,0.0,109.8,1.5,false
2021.01.03 21:45:00,22.0,0.0,0.4,2.3,37.0,0.0,109.8,1.5,false
2021.01.03 22:00:00,23.0,0.0,0.0,1.8,38.0,0.0,109.8,1.5,false
2021.01.03 22:15:00,23.0,0.0,0.0,1.8,38.0,0.0,109.8,1.5,false
2021.01.03 22:30:00,23.0,0.0,0.0,1.8,38.0,0.0,109.8,1.5,false
2021.01.03 22:45:00,22.0,0.0,0.0,1.8,38.0,0.0,109.8,1.5,false
2021.01.03 23:00:00,24.0,0.0,-0.4,0.6,39.0,0.0,109.8,1.5,false
2021.01.03 23:15:00,22.0,0.0,-0.4,0.6,39.0,0.0,109.8,1.5,false
2021.01.03 23:30:00,22.0,0.0,-0.4,0.6,39.0,0.0,109.8,1.5,false
2021.01.03 23:45:00,22.0,0.0,-0.4,0.6,39.0,0.0,109.8,1.5,false
2021.01.04 00:00:00,72.0,0.0,-0.1,1.7,39.0,0.0,109.8,1.5,false
2021.01.04 00:15:00,67.0,0.0,-0.1,1.7,39.0,0.0,109.8,1.5,false
2021.01.04 00:30:00,66.0,0.0,-0.1,1.7,39.0,0.0,109.8,1.5,false
2021.01.04 00:45:00,66.0,0.0,-0.1,1.7,39.0,0.0,109.8,1.5,false
