fold,date,weekday,kind,month,obs_peak,ratchet_floor,could_move_ratchet,rho,w,peak_before,peak_after,moved,moved_frac,labor_before,labor_after,P_robust,recommended,dkW_median,dkW_lo90,dkW_hi90,d_energy_won,d_demand_equiv_won,d_total_won,d_total_mean_won
f1,2021-07-08,3,3,7,201.0,222.0,false,0.1,10.0,173.41298150785525,173.41487941667137,32.00000000000127,0.0016394282493980875,25537.5,25529.773107325906,0.0,false,-0.004626699103738474,-0.010304149753949332,-0.0012997049900661764,-1020.6769583226329,1.2831378847701367,-1019.13386617228,-1045.6775850029312
f1,2021-07-08,3,3,7,201.0,222.0,false,0.2,0.0,173.41298150785525,173.4149400326994,32.000000000002125,0.0016394282493981313,25537.5,25529.392639664824,0.0,false,-0.004826126978969114,-0.011406853115232707,-0.0013463377024109512,-1019.5127750897981,1.3384458821674343,-1017.7751944834638,-1044.372672495973
f1,2021-07-08,3,3,7,201.0,222.0,false,0.2,0.5,173.41298150785525,173.41492715475306,32.000000000001755,0.0016394282493981123,25537.5,25529.45546764895,0.0,false,-0.004792020743565217,-0.011277133434049347,-0.001337258405958155,-1019.6131547434835,1.3289870862154203,-1017.8969374172025,-1044.489998073007
f1,2021-07-08,3,3,7,201.0,222.0,false,0.2,2.0,173.41298150785525,173.41489663458108,32.00000000000095,0.0016394282493980713,25537.5,25529.61223531703,0.0,false,-0.004707520897142103,-0.010920191064400342,-0.0013153730772785385,-1019.9099214988757,1.3055524621407433,-1018.2531121571378,-1044.8325780023165
f1,2021-07-08,3,3,7,201.0,222.0,false,0.2,10.0,173.41298150785525,173.41487941667137,32.00000000000127,0.0016394282493980875,25537.5,25529.773107325906,0.0,false,-0.004626699103738474,-0.010304149753949332,-0.0012997049900661764,-1020.6769583226329,1.2831378847701367,-1019.13386617228,-1045.6775850029312
f1,2021-07-08,3,3,7,201.0,222.0,false,0.3,0.0,173.41298150785525,173.4149400326994,32.000000000002125,0.0016394282493981313,25537.5,25529.392639664824,0.0,false,-0.004826126978969114,-0.011406853115232707,-0.0013463377024109512,-1019.5127750897981,1.3384458821674343,-1017.7751944834638,-1044.372672495973
f1,2021-07-08,3,3,7,201.0,222.0,false,0.3,0.5,173.41298150785525,173.41492715475306,32.000000000001755,0.0016394282493981123,25537.5,25529.45546764895,0.0,false,-0.004792020743565217,-0.011277133434049347,-0.001337258405958155,-1019.6131547434835,1.3289870862154203,-1017.8969374172025,-1044.489998073007
f1,2021-07-08,3,3,7,201.0,222.0,false,0.3,2.0,173.41298150785525,173.41489663458108,32.00000000000095,0.0016394282493980713,25537.5,25529.61223531703,0.0,false,-0.004707520897142103,-0.010920191064400342,-0.0013153730772785385,-1019.9099214988757,1.3055524621407433,-1018.2531121571378,-1044.8325780023165
f1,2021-07-08,3,3,7,201.0,222.0,false,0.3,10.0,173.41298150785525,173.41487941667137,32.00000000000127,0.0016394282493980875,25537.5,25529.773107325906,0.0,false,-0.004626699103738474,-0.010304149753949332,-0.0012997049900661764,-1020.6769583226329,1.2831378847701367,-1019.13386617228,-1045.6775850029312
f1,2021-07-09,4,2,7,192.0,222.0,false,0.1,0.0,175.9248868223582,175.9186237371209,193.82698138480254,0.011727898673976072,19611.5,19634.43973692691,1.0,true,0.005777854757127443,0.0036455981635299395,0.020645457012676616,-1130.8117568128719,-1.6023917193100108,-1135.2229259214428,-1118.0717624898007
f1,2021-07-09,4,2,7,192.0,222.0,false,0.1,0.5,175.9248868223582,175.91721182716583,197.91850090111282,0.0119754644461253,19611.5,19639.15923904887,1.0,true,0.007022442752884217,0.004437225056022953,0.018261551290464695,-1125.4458361891166,-1.9475574567998895,-1128.2045250676886,-1109.384459283412
f1,2021-07-09,4,2,7,192.0,222.0,false,0.1,2.0,175.9248868223582,175.91074516190415,222.76922902088094,0.013479108671923576,19611.5,19660.81326299089,1.0,true,0.012096262301582783,0.007907651074835088,0.019448228306941928,-1082.8923484991387,-3.3546967449722915,-1085.9386182811418,-1069.3178279646474
f1,2021-07-09,4,2,7,192.0,222.0,false,0.1,10.0,175.9248868223582,175.91767255122218,139.93476439785564,0.008467039656190212,19611.5,19635.410297093415,1.0,true,0.005847648322443888,0.0010688794780264743,0.010078276092144733,-877.2281612566105,-1.6217478014244382,-877.4929678254138,-866.3321907221112
f1,2021-07-09,4,2,7,192.0,222.0,false,0.2,0.0,175.9248868223582,175.9186237371209,193.82698138480254,0.011727898673976072,19611.5,19634.43973692691,1.0,true,0.005777854757127443,0.0036455981635299395,0.020645457012676616,-1130.8117568128719,-1.6023917193100108,-1135.2229259214428,-1118.0717624898007
f1,2021-07-09,4,2,7,192.0,222.0,false,0.2,0.5,175.9248868223582,175.91721182716583,197.91850090111282,0.0119754644461253,19611.5,19639.15923904887,1.0,true,0.007022442752884217,0.004437225056022953,0.018261551290464695,-1125.4458361891166,-1.9475574567998895,-1128.2045250676886,-1109.384459283412
f1,2021-07-09,4,2,7,192.0,222.0,false,0.2,2.0,175.9248868223582,175.91074516190415,222.76922902088094,0.013479108671923576,19611.5,19660.81326299089,1.0,true,0.012096262301582783,0.007907651074835088,0.019448228306941928,-1082.8923484991387,-3.3546967449722915,-1085.9386182811418,-1069.3178279646474
f1,2021-07-09,4,2,7,192.0,222.0,false,0.2,10.0,175.9248868223582,175.91767255122218,139.93476439785564,0.008467039656190212,19611.5,19635.410297093415,1.0,true,0.005847648322443888,0.0010688794780264743,0.010078276092144733,-877.2281612566105,-1.6217478014244382,-877.4929678254138,-866.3321907221112
f1,2021-07-09,4,2,7,192.0,222.0,false,0.3,0.0,175.9248868223582,175.9186237371209,193.82698138480254,0.011727898673976072,19611.5,19634.43973692691,1.0,true,0.005777854757127443,0.0036455981635299395,0.020645457012676616,-1130.8117568128719,-1.6023917193100108,-1135.2229259214428,-1118.0717624898007
f1,2021-07-09,4,2,7,192.0,222.0,false,0.3,0.5,175.9248868223582,175.91721182716583,197.91850090111282,0.0119754644461253,19611.5,19639.15923904887,1.0,true,0.007022442752884217,0.004437225056022953,0.018261551290464695,-1125.4458361891166,-1.9475574567998895,-1128.2045250676886,-1109.384459283412
f1,2021-07-09,4,2,7,192.0,222.0,false,0.3,2.0,175.9248868223582,175.91074516190415,222.76922902088094,0.013479108671923576,19611.5,19660.81326299089,1.0,true,0.012096262301582783,0.007907651074835088,0.019448228306941928,-1082.8923484991387,-3.3546967449722915,-1085.9386182811418,-1069.3178279646474
f1,2021-07-09,4,2,7,192.0,222.0,false,0.3,10.0,175.9248868223582,175.91767255122218,139.93476439785564,0.008467039656190212,19611.5,19635.410297093415,1.0,true,0.005847648322443888,0.0010688794780264743,0.010078276092144733,-877.2281612566105,-1.6217478014244382,-877.4929678254138,-866.3321907221112
f1,2021-07-10,5,1,7,32.0,222.0,false,0.1,0.0,21.797882209927366,21.797882209927366,0.24760859118361545,0.0005084365322045491,730.5,730.5000000000001,0.0,false,0.0,0.0,0.0,-1.1802100922613514,0.0,-1.175479915275559,-1.4425070544747838
f1,2021-07-10,5,1,7,32.0,222.0,false,0.1,0.5,21.797882209927366,21.797882209927366,0.2476085947290212,0.0005084365394846431,730.5,730.5000000000001,0.0,false,0.0,0.0,0.0,-1.180210109511874,0.0,-1.1754799324568599,-1.4425070755613738
f1,2021-07-10,5,1,7,32.0,222.0,false,0.1,2.0,21.797882209927366,21.797882209927366,0.247608757998933,0.0005084368747411356,730.5,730.5,0.0,false,0.0,0.0,0.0,-1.180210903926315,0.0,-1.1754807236634477,-1.4425080466355817
f1,2021-07-10,5,1,7,32.0,222.0,false,0.1,10.0,21.797882209927366,21.797882209927366,0.24760891981534483,0.0005084372070130284,730.5,730.5,0.0,false,0.0,0.0,0.0,-1.180211691267394,0.0,-1.1754815078263796,-1.4425090090645392
f1,2021-07-10,5,1,7,32.0,222.0,false,0.2,0.0,21.797882209927366,21.797882209927366,0.24760859118361545,0.0005084365322045491,730.5,730.5000000000001,0.0,false,0.0,0.0,0.0,-1.1802100922613514,0.0,-1.175479915275559,-1.4425070544747838
f1,2021-07-10,5,1,7,32.0,222.0,false,0.2,0.5,21.797882209927366,21.797882209927366,0.2476085947290212,0.0005084365394846431,730.5,730.5000000000001,0.0,false,0.0,0.0,0.0,-1.180210109511874,0.0,-1.1754799324568599,-1.4425070755613738
f1,2021-07-10,5,1,7,32.0,222.0,false,0.2,2.0,21.797882209927366,21.797882209927366,0.247608757998933,0.0005084368747411356,730.5,730.5,0.0,false,0.0,0.0,0.0,-1.180210903926315,0.0,-1.1754807236634477,-1.4425080466355817
f1,2021-07-10,5,1,7,32.0,222.0,false,0.2,10.0,21.797882209927366,21.797882209927366,0.24760891981534483,0.0005084372070130284,730.5,730.5,0.0,false,0.0,0.0,0.0,-1.180211691267394,0.0,-1.1754815078263796,-1.4425090090645392
f1,2021-07-10,5,1,7,32.0,222.0,false,0.3,0.0,21.797882209927366,21.797882209927366,0.24760859118361545,0.0005084365322045491,730.5,730.5000000000001,0.0,false,0.0,0.0,0.0,-1.1802100922613514,0.0,-1.175479915275559,-1.4425070544747838
f1,2021-07-10,5,1,7,32.0,222.0,false,0.3,0.5,21.797882209927366,21.797882209927366,0.2476085947290212,0.0005084365394846431,730.5,730.5000000000001,0.0,false,0.0,0.0,0.0,-1.180210109511874,0.0,-1.1754799324568599,-1.4425070755613738
f1,2021-07-10,5,1,7,32.0,222.0,false,0.3,2.0,21.797882209927366,21.797882209927366,0.247608757998933,0.0005084368747411356,730.5,730.5,0.0,false,0.0,0.0,0.0,-1.180210903926315,0.0,-1.1754807236634477,-1.4425080466355817
f1,2021-07-10,5,1,7,32.0,222.0,false,0.3,10.0,21.797882209927366,21.797882209927366,0.24760891981534483,0.0005084372070130284,730.5,730.5,0.0,false,0.0,0.0,0.0,-1.180211691267394,0.0,-1.1754815078263796,-1.4425090090645392
f1,2021-07-12,0,2,7,195.0,222.0,false,0.1,0.0,174.9017588591726,174.90527523842866,34.023129891358,0.0019963110890898316,19435.0,19424.415952889576,0.0,false,-0.003101763837520366,-0.00806174017161112,-0.001811034412621382,-654.7392754284333,0.8602225042723147,-653.3713814914172,-675.8370780074096
f1,2021-07-12,0,2,7,195.0,222.0,false,0.1,0.5,174.9017588591726,174.9055598754483,34.02979232603694,0.0019967020082166838,19435.0,19423.490548772923,0.0,false,-0.0033376849295621014,-0.00875818714141161,-0.0019548170351754387,-654.1871337731848,0.9256512871318894,-652.831640674833,-675.9131578467507
f1,2021-07-12,0,2,7,195.0,222.0,false,0.1,2.0,174.9017588591726,174.90645271145132,35.71619361204044,0.0020956517990987763,19435.0,19420.58292441907,0.0,false,-0.004068744174389849,-0.011107849048006812,-0.0023764612939046986,-652.4631464052607,1.128398384364118,-651.1376428303956,-676.3214925693334
f1,2021-07-12,0,2,7,195.0,222.0,false,0.1,10.0,174.9017588591726,174.93624331155837,222.23538690804867,0.01303968708021174,19435.0,19323.88230654598,0.027,false,-0.029019513618266046,-0.08706442993977248,-0.009815209129992326,-944.259457126514,8.048078443465783,-934.342837763011,-945.0418779348624
f1,2021-07-12,0,2,7,195.0,222.0,false,0.2,0.0,174.9017588591726,174.90527523842866,34.023129891358,0.0019963110890898316,19435.0,19424.415952889576,0.0,false,-0.003101763837520366,-0.00806174017161112,-0.001811034412621382,-654.7392754284333,0.8602225042723147,-653.3713814914172,-675.8370780074096
f1,2021-07-12,0,2,7,195.0,222.0,false,0.2,0.5,174.9017588591726,174.9055598754483,34.02979232603694,0.0019967020082166838,19435.0,19423.490548772923,0.0,false,-0.0033376849295621014,-0.00875818714141161,-0.0019548170351754387,-654.1871337731848,0.9256512871318894,-652.831640674833,-675.9131578467507
f1,2021-07-12,0,2,7,195.0,222.0,false,0.2,2.0,174.9017588591726,174.90645271145132,35.71619361204044,0.0020956517990987763,19435.0,19420.58292441907,0.0,false,-0.004068744174389849,-0.011107849048006812,-0.0023764612939046986,-652.4631464052607,1.128398384364118,-651.1376428303956,-676.3214925693334
f1,2021-07-12,0,2,7,195.0,222.0,false,0.2,10.0,174.9017588591726,174.93624331155837,222.23538690804867,0.01303968708021174,19435.0,19323.88230654598,0.027,false,-0.029019513618266046,-0.08706442993977248,-0.009815209129992326,-944.259457126514,8.048078443465783,-934.342837763011,-945.0418779348624
f1,2021-07-12,0,2,7,195.0,222.0,false,0.3,0.0,174.9017588591726,174.90527523842866,34.023129891358,0.0019963110890898316,19435.0,19424.415952889576,0.0,false,-0.003101763837520366,-0.00806174017161112,-0.001811034412621382,-654.7392754284333,0.8602225042723147,-653.3713814914172,-675.8370780074096
f1,2021-07-12,0,2,7,195.0,222.0,false,0.3,0.5,174.9017588591726,174.9055598754483,34.02979232603694,0.0019967020082166838,19435.0,19423.490548772923,0.0,false,-0.0033376849295621014,-0.00875818714141161,-0.0019548170351754387,-654.1871337731848,0.9256512871318894,-652.831640674833,-675.9131578467507
f1,2021-07-12,0,2,7,195.0,222.0,false,0.3,2.0,174.9017588591726,174.90645271145132,35.71619361204044,0.0020956517990987763,19435.0,19420.58292441907,0.0,false,-0.004068744174389849,-0.011107849048006812,-0.0023764612939046986,-652.4631464052607,1.128398384364118,-651.1376428303956,-676.3214925693334
f1,2021-07-12,0,2,7,195.0,222.0,false,0.3,10.0,174.9017588591726,174.93624331155837,222.23538690804867,0.01303968708021174,19435.0,19323.88230654598,0.027,false,-0.029019513618266046,-0.08706442993977248,-0.009815209129992326,-944.259457126514,8.048078443465783,-934.342837763011,-945.0418779348624
f1,2021-07-14,2,3,7,195.0,222.0,false,0.1,0.0,176.22983352777555,176.24414380813752,136.91189132178656,0.007935541141933957,19605.0,19575.750859540887,0.0,false,-0.015098652180199679,-0.023462736013840413,-0.008165610080595798,-2236.7373299577766,4.187359537975377,-2231.8182180147314,-2321.3589882642113
f1,2021-07-14,2,3,7,195.0,222.0,false,0.1,0.5,176.22983352777555,176.24582446638107,136.8709185425832,0.007933166321369223,19605.0,19575.07616190986,0.0,false,-0.017077191731644348,-0.028321690517003617,-0.00822823381409421,-2235.967899944805,4.7360745069093655,-2230.187796489019,-2319.91277046723
f1,2021-07-14,2,3,7,195.0,222.0,false,0.1,2.0,176.22983352777555,176.25840067771264,179.00000000000026,0.010375007245116806,19605.0,19563.340156277598,0.0,false,-0.032282692037654215,-0.05934780744070167,-0.010864492809105286,-3165.8710956395435,8.953066591776102,-3153.4613716834024,-3100.090290735024
f1,2021-07-14,2,3,7,195.0,222.0,false,0.1,10.0,176.22983352777555,176.26956993216538,181.99124859480835,0.010548382808485964,19605.0,19548.097786247577,0.0,false,-0.04499619529482857,-0.0834009355715466,-0.013671291726637946,-3174.7445826998974,12.478944828432455,-3157.327480048119,-3106.138913058461
f1,2021-07-14,2,3,7,195.0,222.0,false,0.2,0.0,176.22983352777555,176.24414380813752,136.91189132178656,0.007935541141933957,19605.0,19575.750859540887,0.0,false,-0.015098652180199679,-0.023462736013840413,-0.008165610080595798,-2236.7373299577766,4.187359537975377,-2231.8182180147314,-2321.3589882642113
f1,2021-07-14,2,3,7,195.0,222.0,false,0.2,0.5,176.22983352777555,176.24582446638107,136.8709185425832,0.007933166321369223,19605.0,19575.07616190986,0.0,false,-0.017077191731644348,-0.028321690517003617,-0.00822823381409421,-2235.967899944805,4.7360745069093655,-2230.187796489019,-2319.91277046723
f1,2021-07-14,2,3,7,195.0,222.0,false,0.2,2.0,176.22983352777555,176.25840067771264,179.00000000000026,0.010375007245116806,19605.0,19563.340156277598,0.0,false,-0.032282692037654215,-0.05934780744070167,-0.010864492809105286,-3165.8710956395435,8.953066591776102,-3153.4613716834024,-3100.090290735024
f1,2021-07-14,2,3,7,195.0,222.0,false,0.2,10.0,176.22983352777555,176.26956993216538,181.99124859480835,0.010548382808485964,19605.0,19548.097786247577,0.0,false,-0.04499619529482857,-0.0834009355715466,-0.013671291726637946,-3174.7445826998974,12.478944828432455,-3157.327480048119,-3106.138913058461
f1,2021-07-14,2,3,7,195.0,222.0,false,0.3,0.0,176.22983352777555,176.24414380813752,136.91189132178656,0.007935541141933957,19605.0,19575.750859540887,0.0,false,-0.015098652180199679,-0.023462736013840413,-0.008165610080595798,-2236.7373299577766,4.187359537975377,-2231.8182180147314,-2321.3589882642113
f1,2021-07-14,2,3,7,195.0,222.0,false,0.3,0.5,176.22983352777555,176.24582446638107,136.8709185425832,0.007933166321369223,19605.0,19575.07616190986,0.0,false,-0.017077191731644348,-0.028321690517003617,-0.00822823381409421,-2235.967899944805,4.7360745069093655,-2230.187796489019,-2319.91277046723
f1,2021-07-14,2,3,7,195.0,222.0,false,0.3,2.0,176.22983352777555,176.25840067771264,179.00000000000026,0.010375007245116806,19605.0,19563.340156277598,0.0,false,-0.032282692037654215,-0.05934780744070167,-0.010864492809105286,-3165.8710956395435,8.953066591776102,-3153.4613716834024,-3100.090290735024
f1,2021-07-14,2,3,7,195.0,222.0,false,0.3,10.0,176.22983352777555,176.26956993216538,181.99124859480835,0.010548382808485964,19605.0,19548.097786247577,0.0,false,-0.04499619529482857,-0.0834009355715466,-0.013671291726637946,-3174.7445826998974,12.478944828432455,-3157.327480048119,-3106.138913058461
f1,2021-07-16,4,3,7,197.0,222.0,false,0.1,0.0,177.1850365089343,177.19590901161197,157.00003885626532,0.006431264904811786,26837.0,26806.038490506682,0.0,false,-0.011431442472826348,-0.020301256725417716,-0.004206619984074678,-2565.1844125149564,3.1703200457971734,-2561.505635173843,-2582.2647245060643
f1,2021-07-16,4,3,7,197.0,222.0,false,0.1,0.5,177.1850365089343,177.1965787106821,157.00000000000188,0.00643126331312477,26837.0,26804.561581435446,0.0,false,-0.01212988617277233,-0.021729737574048613,-0.004404388196348918,-2565.527311393417,3.3640217652488595,-2561.591534643202,-2582.422234443921
f1,2021-07-16,4,3,7,197.0,222.0,false,0.1,2.0,177.1850365089343,177.2050091088808,218.2884249098635,0.008941849291736175,26837.0,26784.07251996504,0.0,false,-0.021212233306556527,-0.03895663006653649,-0.007031654032005008,-2614.5381903103716,5.882859370351676,-2607.4974082329923,-2638.4288723095624
f1,2021-07-16,4,3,7,197.0,222.0,false,0.1,10.0,177.1850365089343,177.26450419712407,414.10330930771914,0.016963104592320137,26837.0,26629.949345211742,0.0,false,-0.08521604951704376,-0.1579040946883481,-0.022917920151371618,-2644.8272718045228,23.633251066060133,-2616.640347513223,-2649.4532937029267
f1,2021-07-16,4,3,7,197.0,222.0,false,0.2,0.0,177.1850365089343,177.19590901161197,157.00003885626532,0.006431264904811786,26837.0,26806.038490506682,0.0,false,-0.011431442472826348,-0.020301256725417716,-0.004206619984074678,-2565.1844125149564,3.1703200457971734,-2561.505635173843,-2582.2647245060643
f1,2021-07-16,4,3,7,197.0,222.0,false,0.2,0.5,177.1850365089343,177.1965787106821,157.00000000000188,0.00643126331312477,26837.0,26804.561581435446,0.0,false,-0.01212988617277233,-0.021729737574048613,-0.004404388196348918,-2565.527311393417,3.3640217652488595,-2561.591534643202,-2582.422234443921
f1,2021-07-16,4,3,7,197.0,222.0,false,0.2,2.0,177.1850365089343,177.2050091088808,218.2884249098635,0.008941849291736175,26837.0,26784.07251996504,0.0,false,-0.021212233306556527,-0.03895663006653649,-0.007031654032005008,-2614.5381903103716,5.882859370351676,-2607.4974082329923,-2638.4288723095624
f1,2021-07-16,4,3,7,197.0,222.0,false,0.2,10.0,177.1850365089343,177.26450419712407,414.10330930771914,0.016963104592320137,26837.0,26629.949345211742,0.0,false,-0.08521604951704376,-0.1579040946883481,-0.022917920151371618,-2644.8272718045228,23.633251066060133,-2616.640347513223,-2649.4532937029267
f1,2021-07-16,4,3,7,197.0,222.0,false,0.3,0.0,177.1850365089343,177.19590901161197,157.00003885626532,0.006431264904811786,26837.0,26806.038490506682,0.0,false,-0.011431442472826348,-0.020301256725417716,-0.004206619984074678,-2565.1844125149564,3.1703200457971734,-2561.505635173843,-2582.2647245060643
f1,2021-07-16,4,3,7,197.0,222.0,false,0.3,0.5,177.1850365089343,177.1965787106821,157.00000000000188,0.00643126331312477,26837.0,26804.561581435446,0.0,false,-0.01212988617277233,-0.021729737574048613,-0.004404388196348918,-2565.527311393417,3.3640217652488595,-2561.591534643202,-2582.422234443921
f1,2021-07-16,4,3,7,197.0,222.0,false,0.3,2.0,177.1850365089343,177.2050091088808,218.2884249098635,0.008941849291736175,26837.0,26784.07251996504,0.0,false,-0.021212233306556527,-0.03895663006653649,-0.007031654032005008,-2614.5381903103716,5.882859370351676,-2607.4974082329923,-2638.4288723095624
f1,2021-07-16,4,3,7,197.0,222.0,false,0.3,10.0,177.1850365089343,177.26450419712407,414.10330930771914,0.016963104592320137,26837.0,26629.949345211742,0.0,false,-0.08521604951704376,-0.1579040946883481,-0.022917920151371618,-2644.8272718045228,23.633251066060133,-2616.640347513223,-2649.4532937029267
f1,2021-07-17,5,1,7,28.0,222.0,false,0.1,0.0,21.784587978855246,21.784587978855246,53.94979608947137,0.02889651638429104,2800.5,2800.5000000000005,0.008,false,0.0,0.0,0.0,-300.15134341680175,0.0,-300.890194537398,-298.0025074142188
f1,2021-07-17,5,1,7,28.0,222.0,false,0.1,0.5,21.784587978855246,21.784587978855246,53.94979608947138,0.028896516384291044,2800.5,2800.5000000000005,0.008,false,0.0,0.0,0.0,-300.15134341680175,0.0,-300.890194537398,-298.0025074142188
f1,2021-07-17,5,1,7,28.0,222.0,false,0.1,2.0,21.784587978855246,21.784587978855246,53.94979608947124,0.02889651638429097,2800.5,2800.5000000000005,0.008,false,0.0,0.0,0.0,-300.15134341680175,0.0,-300.89019453739775,-298.00250741421877
f1,2021-07-17,5,1,7,28.0,222.0,false,0.1,10.0,21.784587978855246,21.784587978855246,53.949380552252364,0.02889629381481112,2800.5,2800.5,0.008,false,0.0,0.0,0.0,-300.1512753415216,0.0,-300.88999968116343,-298.0023986308884
f1,2021-07-17,5,1,7,28.0,222.0,false,0.2,0.0,21.784587978855246,21.784587978855246,53.94979608947137,0.02889651638429104,2800.5,2800.5000000000005,0.008,false,0.0,0.0,0.0,-300.15134341680175,0.0,-300.890194537398,-298.0025074142188
f1,2021-07-17,5,1,7,28.0,222.0,false,0.2,0.5,21.784587978855246,21.784587978855246,53.94979608947138,0.028896516384291044,2800.5,2800.5000000000005,0.008,false,0.0,0.0,0.0,-300.15134341680175,0.0,-300.890194537398,-298.0025074142188
f1,2021-07-17,5,1,7,28.0,222.0,false,0.2,2.0,21.784587978855246,21.784587978855246,53.94979608947124,0.02889651638429097,2800.5,2800.5000000000005,0.008,false,0.0,0.0,0.0,-300.15134341680175,0.0,-300.89019453739775,-298.00250741421877
f1,2021-07-17,5,1,7,28.0,222.0,false,0.2,10.0,21.784587978855246,21.784587978855246,53.949380552252364,0.02889629381481112,2800.5,2800.5,0.008,false,0.0,0.0,0.0,-300.1512753415216,0.0,-300.88999968116343,-298.0023986308884
