fold,date,kind,sigma,plan,n_candidates,labor_index,chosen,P_robust,recommended,dkW_median,dkW_lo90,dkW_hi90,d_energy_won,d_demand_equiv_won,d_total_won,d_total_mean_won
f1,2021-07-09,2,0.2,move09to08,3,1.0144048135022818,false,0.586,false,0.10483257097951082,-0.6802091420387371,4.754431448077226,-2350.940600176699,-29.073566351650996,-2484.2025469368527,-2579.8230009172353
f1,2021-07-09,2,0.2,move10to09,3,1.0,false,0.839,false,2.7931752965825183,-0.5506345821002753,10.05552702466571,-3281.0497182708414,-774.6406155855517,-4096.742386296393,-4259.5677602859305
f1,2021-07-09,2,0.2,move16to17,3,1.0,false,0.496,false,-0.004124767463466128,-0.4864128478652674,0.5572533786761411,-3009.237366110977,1.1439355098679393,-3031.76507421911,-3168.717742172828
f1,2021-07-10,1,0.05,shift-1,2,1.0,false,0.025,false,0.0,0.0,0.0,38.71830111078494,0.0,32.78821317204027,14.5996746513112
f1,2021-07-10,1,0.05,shift+1,2,1.0,false,0.005,false,0.0,-3.588837797203576,0.0,113.99865922468797,0.0,126.19643248672057,325.81360782641735
f1,2021-07-10,1,0.1,shift-1,2,1.0,false,0.025,false,0.0,0.0,0.0,38.5464601145471,0.0,28.581019450360913,14.007579326874758
f1,2021-07-10,1,0.1,shift+1,2,1.0,false,0.005,false,0.0,-3.5383452107655713,0.0,112.1571584950349,0.0,127.47727640613435,325.18461723184276
f1,2021-07-10,1,0.2,shift-1,2,1.0,false,0.024,false,0.0,0.0,0.0,32.48620487050675,0.0,24.081307317429587,14.30418114715613
f1,2021-07-10,1,0.2,shift+1,2,1.0,false,0.005,false,0.0,-3.576146631891279,0.0,118.07760829553007,0.0,133.16792034559168,326.2320620062986
f1,2021-07-12,2,0.05,shift-1,7,0.9858759969127862,false,0.604,false,0.35175802294124026,-6.310528195243042,1.9510751344890636,-370.2791110789075,-97.5542250290373,-446.1465303586657,-59.86503729341173
f1,2021-07-12,2,0.05,move09to08,7,1.0128119372266529,false,0.668,false,0.046712141392973194,-0.1136359637149141,6.278334546548899,-2348.362313379156,-12.954833879651233,-2424.994464115247,-2661.3485131987304
f1,2021-07-12,2,0.05,move10to09,7,1.0,false,0.797,false,2.255820346495412,-1.0205417949025815,9.097115043490335,-3197.196932237749,-625.6141760947276,-4014.155594960872,-4128.19597993371
f1,2021-07-12,2,0.05,move11to12,7,1.0,false,0.769,false,0.9923361232811629,-0.5491907494621797,7.923507417967627,-2719.9150607446445,-275.2078848566425,-3479.7604553277442,-3533.8560323487673
f1,2021-07-12,2,0.05,move13to12,7,1.0,false,0.532,false,0.00574105564381,-0.2633471997288055,2.2951949464992674,-3315.8871399747545,-1.5921860985499734,-3324.6326586293453,-3173.4950101863433
f1,2021-07-12,2,0.05,move16to17,7,1.0,false,0.521,false,0.00307896996520185,-0.11833179389881962,0.13939595000036167,-2855.297383384963,-0.8539010036826462,-2867.981526874978,-3053.5681928382496
f1,2021-07-12,2,0.05,move22to23,7,1.0,false,0.487,false,-0.0017540495764905017,-0.10665593525411055,0.11655227676973678,-1300.7901447686193,0.48645641588003247,-1296.8384110364168,-1307.7676878123
f1,2021-07-12,2,0.1,shift-1,7,0.9858759969127862,false,0.599,false,0.33258595755363274,-6.218754767304915,1.9380204675197685,-348.5982456997466,-92.23717222820747,-434.87491685011753,-52.45052454846853
f1,2021-07-12,2,0.1,move09to08,7,1.0128119372266529,false,0.645,false,0.08964289922140267,-0.24875145066037446,6.197912269537508,-2314.931913603348,-24.860964050735674,-2420.049986322757,-2655.468466551765
f1,2021-07-12,2,0.1,move10to09,7,1.0,false,0.793,false,2.351683700584644,-1.0261340173495013,9.099440771634026,-3204.565633391209,-652.200279628808,-3981.14077681429,-4127.340943201048
f1,2021-07-12,2,0.1,move11to12,7,1.0,false,0.751,false,1.0273464232224114,-0.6312889288475716,7.933720418882821,-2722.2070268120833,-284.91740804034873,-3480.0171290648823,-3532.3007600935302
f1,2021-07-12,2,0.1,move13to12,7,1.0,false,0.521,false,0.009444127138678482,-0.34759743785013625,2.395947149338208,-3304.9120034371663,-2.619171259793499,-3314.2449437383857,-3170.1442101988055
f1,2021-07-12,2,0.1,move16to17,7,1.0,false,0.507,false,0.0015866195409017791,-0.244698135093617,0.2715675652646055,-2848.5456756622843,-0.4400224860100934,-2872.928766666859,-3050.625427628375
f1,2021-07-12,2,0.1,move22to23,7,1.0,false,0.482,false,-0.0050091098098477005,-0.23918351863623713,0.2570899286372196,-1276.4673129248179,1.3891931205977621,-1284.601373551152,-1304.7856062416695
f1,2021-07-12,2,0.2,shift-1,7,0.9858759969127862,false,0.582,false,0.3444082530781145,-6.554487451269116,1.9665097059888905,-317.12159663761395,-95.51588885366375,-364.364565664421,-44.549274365779475
f1,2021-07-12,2,0.2,move09to08,7,1.0128119372266529,false,0.652,false,0.17446983253474002,-0.437619226077652,6.225007937213936,-2312.2871045202132,-48.3863002229679,-2448.809911772175,-2656.599664889649
f1,2021-07-12,2,0.2,move10to09,7,1.0,false,0.812,false,2.348067963820256,-0.9962933043359953,8.984330544791918,-3247.62295214856,-651.1975152994843,-4008.0998063324905,-4131.82362589792
f1,2021-07-12,2,0.2,move11to12,7,1.0,false,0.758,false,1.0197837087308699,-0.642633708627352,7.971912356592182,-2770.28836298785,-282.82001522136125,-3467.0195770454907,-3518.0517578880304
f1,2021-07-12,2,0.2,move13to12,7,1.0,false,0.541,false,0.02825348633238889,-0.5357627186979911,2.441650991948288,-3225.0097898384493,-7.835633542849184,-3256.2117609684537,-3168.4880535083394
f1,2021-07-12,2,0.2,move16to17,7,1.0,false,0.497,false,-0.001977046063700527,-0.4439725695164952,0.46946939590220593,-2937.366018171528,0.5483007749996128,-2942.095151550957,-3045.7140720479233
f1,2021-07-12,2,0.2,move22to23,7,1.0,false,0.487,false,-0.008555965246813457,-0.4948287854974325,0.45944202894202824,-1322.2775693712779,2.372854361782932,-1310.6003000542405,-1301.3714795513433
f1,2021-07-14,3,0.05,move09to08,5,1.0332568222392247,false,0.579,false,0.012415863855181897,-0.11681800093834767,1.0269483450125774,-1279.2648412893923,-3.443332909170446,-1296.7842241547437,-1320.248037630168
f1,2021-07-14,3,0.05,move10to09,5,1.0,false,0.627,false,0.03145932330018297,-0.10204426872470548,3.376840104032777,-1530.3393178782344,-8.724718995250743,-1663.3687380064916,-1695.7536606832934
f1,2021-07-14,3,0.05,move11to12,5,1.0,false,0.596,false,0.06095314756534265,-1.044015731674861,5.024680829641315,-1637.532667588766,-16.904339591455027,-2006.076708821497,-1946.7043589699092
f1,2021-07-14,3,0.05,move13to12,5,1.0,false,0.79,false,1.7546508352723436,-1.3929033675411844,8.189672848403832,-3489.382581852163,-486.62316498219656,-4071.749597320805,-4198.244083239185
f1,2021-07-14,3,0.05,move22to23,5,1.0,false,0.506,false,0.0009064006167420757,-0.10923761100972484,0.11098658172425356,-3236.7554085901534,-0.251375104376469,-3236.086478904754,-3256.503979870594
f1,2021-07-14,3,0.1,move09to08,5,1.0332568222392247,false,0.55,false,0.02173746865969406,-0.21352807244119276,0.9762730424449357,-1288.7850763139577,-6.028524641621819,-1304.8811185589684,-1321.9822130299747
f1,2021-07-14,3,0.1,move10to09,5,1.0,false,0.637,false,0.05073602742697858,-0.17623038618494177,3.281151501080702,-1551.1939731522307,-14.07079160641539,-1656.312315076425,-1695.0596065404143
f1,2021-07-14,3,0.1,move11to12,5,1.0,false,0.583,false,0.12095697903235703,-1.0559224151502136,4.994713863511888,-1665.8040038808026,-33.54540218497368,-1944.682921556735,-1950.6763071718153
f1,2021-07-14,3,0.1,move13to12,5,1.0,false,0.794,false,1.7945738842419985,-1.4527781842191516,8.12627222189363,-3541.9098929978622,-497.6951572297809,-4045.3123659001644,-4200.220001096535
f1,2021-07-14,3,0.1,move22to23,5,1.0,false,0.508,false,0.0012103608339089078,-0.19637971886509434,0.19803257998496207,-3232.4597472981804,-0.3356734046040704,-3242.86689245152,-3254.9314886279003
f1,2021-07-14,3,0.2,move09to08,5,1.0332568222392247,false,0.536,false,0.027157095279761734,-0.3910894030571896,1.0383666797842408,-1299.473155258925,-7.531567757587254,-1321.1220484075266,-1333.4060425448629
f1,2021-07-14,3,0.2,move10to09,5,1.0,false,0.619,false,0.10464605225907064,-0.3881651957912652,3.3476839060816683,-1558.0116049860032,-29.02183849318226,-1658.346258774448,-1693.8341769142992
f1,2021-07-14,3,0.2,move11to12,5,1.0,false,0.601,false,0.17350336639975694,-1.0644908081880629,5.0731968188351235,-1716.5162319801902,-48.118266948199256,-1893.4927387916607,-1949.2009354324964
f1,2021-07-14,3,0.2,move13to12,5,1.0,false,0.794,false,1.789734656879105,-1.3543738817994793,8.054476071959163,-3561.872334037958,-496.35307817447176,-4081.301548115781,-4204.6997234409355
f1,2021-07-14,3,0.2,move22to23,5,1.0,false,0.494,false,-0.0017518277966530604,-0.42098701071690103,0.46554709280849504,-3251.272723260613,0.485840242271782,-3255.9945171971804,-3246.4894346719307
f1,2021-07-16,3,0.05,move09to08,4,1.0347095427953945,false,0.569,false,0.012173069935329295,-0.10953400435193146,0.8954518897675162,-1283.0368836663229,-3.3759980620646575,-1305.5839597448535,-1329.843767291785
f1,2021-07-16,3,0.05,move11to12,4,1.0,false,0.609,false,0.10310798731987347,-0.7149989972311971,4.867636793960017,-1866.2757540973525,-28.595281816711577,-2154.473571713208,-2171.7481580079793
f1,2021-07-16,3,0.05,move13to12,4,1.0,false,0.811,false,2.070852392172938,-0.9824692343794466,8.339355665395527,-3763.0242924182103,-574.3163967626281,-4328.093971181888,-4493.171232170755
f1,2021-07-16,3,0.05,move22to23,4,1.0,false,0.502,false,0.00014823609717495856,-0.10927248391666353,0.10480315803981169,-3370.866699076414,-0.04111081094985517,-3369.5424489433685,-3405.805705082633
f1,2021-07-16,3,0.1,move09to08,4,1.0347095427953945,false,0.553,false,0.018944367487662817,-0.2048778227399353,0.9010874699551918,-1295.4150080117643,-5.253904583245154,-1311.1183614539486,-1325.0987968064894
f1,2021-07-16,3,0.1,move11to12,4,1.0,false,0.62,false,0.15994396406458122,-0.7586652521446098,4.82686285946121,-1893.6418446396494,-44.35779270057719,-2104.662864431836,-2171.75587114567
f1,2021-07-16,3,0.1,move13to12,4,1.0,false,0.816,false,2.0486967606306195,-0.9726707336259025,8.340812648659906,-3777.4039494726826,-568.1719016148918,-4337.038612229611,-4487.0152839820985
f1,2021-07-16,3,0.1,move22to23,4,1.0,false,0.488,false,-0.0053826569087931375,-0.2359557780037335,0.22079841215866478,-3368.0058854533863,1.4927901827052967,-3375.87721990081,-3402.5817485455013
f1,2021-07-16,3,0.2,move09to08,4,1.0347095427953945,false,0.537,false,0.02122359064848922,-0.42453288672343914,0.9245878948355339,-1292.0647738947314,-5.886009139847677,-1309.9484805589223,-1327.263842430347
f1,2021-07-16,3,0.2,move11to12,4,1.0,false,0.629,false,0.2502319512940261,-0.7542339754930921,4.942023902101431,-1927.926036709032,-69.39766115887656,-2095.706900659995,-2165.81032201222
f1,2021-07-16,3,0.2,move13to12,4,1.0,false,0.807,false,2.1048899384438755,-1.0186038191805264,8.35449746722371,-3757.379223767307,-583.7561429284348,-4324.456512824316,-4473.847710348811
f1,2021-07-16,3,0.2,move22to23,4,1.0,false,0.482,false,-0.010647077790451931,-0.43448701379963806,0.4221449686306044,-3400.469916010592,2.9527895738853354,-3402.5631462152433,-3396.8408848254003
f1,2021-07-17,1,0.05,shift+1,2,1.0,false,0.004,false,0.0,-4.093632228252631,0.0,69.9757865575403,0.0,207.34676085693496,292.9017368588105
f1,2021-07-17,1,0.05,shift+2,2,1.0,false,0.001,false,-2.756863441000082,-7.355533818435873,0.0,302.2568360885339,764.570127637356,1054.0377333812185,1132.9708971141301
f1,2021-07-17,1,0.1,shift+1,2,1.0,false,0.005,false,0.0,-4.014581864615225,0.0,70.168299387123,0.0,200.75670411437216,292.558296819065
f1,2021-07-17,1,0.1,shift+2,2,1.0,false,0.001,false,-2.7510821213161147,-7.309940763974523,0.0,301.3249625125468,762.9667749783357,1050.2470717108054,1132.9866424425575
f1,2021-07-17,1,0.2,shift+1,2,1.0,false,0.004,false,0.0,-4.056883096648862,0.0,65.34496432226868,0.0,198.94513806963388,294.29820614544946
f1,2021-07-17,1,0.2,shift+2,2,1.0,false,0.001,false,-2.759670566545326,-7.4502328010900705,0.0,308.4940461359762,765.3486371219037,1036.57201902869,1136.1520997911603
f1,2021-07-19,2,0.05,shift-1,5,1.031552129605435,false,0.615,false,0.5584627218758413,-7.6045183464591615,7.794439515413669,-772.174788212852,-154.88032820023332,-1236.1939086013958,-652.6939104617579
f1,2021-07-19,2,0.05,move09to08,5,1.046740266527306,false,0.718,false,0.10267313643699083,-0.1245283500016086,7.610084449371181,-2463.93983829946,-28.47468317185879,-2584.764900100924,-2939.2747747974463
f1,2021-07-19,2,0.05,move10to09,5,1.0,false,0.822,false,2.9218502038603162,-0.2897388898408351,9.245824793583559,-3208.8775736979574,-810.326456537261,-3995.5268338976375,-4132.432491205742
f1,2021-07-19,2,0.05,move16to17,5,1.0,false,0.513,false,0.001961022680490032,-0.11354605203986949,0.15051398864303842,-2842.207470084435,-0.5438569567225688,-2847.646157579985,-3041.69034416263
f1,2021-07-19,2,0.05,move22to23,5,1.0,false,0.516,false,0.0032864289177467754,-0.10636642014974455,0.12786788152040737,-1403.357566458803,-0.9114362865217722,-1400.8935297182043,-1412.0096172516369
f1,2021-07-19,2,0.1,shift-1,5,1.031552129605435,false,0.613,false,0.536255059784807,-7.683919500830333,7.788917521465511,-786.2946163103513,-148.72140324698648,-1226.1072968925662,-651.4038368904171
f1,2021-07-19,2,0.1,move09to08,5,1.046740266527306,false,0.701,false,0.17314933678200362,-0.2576661297428231,7.81510470089028,-2455.1631259945457,-48.020082734209,-2591.963416236823,-2937.1832295217337
f1,2021-07-19,2,0.1,move10to09,5,1.0,false,0.831,false,2.911544926366062,-0.31762427383262803,9.13785452507251,-3189.3795371306874,-807.4684595788545,-4005.9904172369947,-4130.311185436024
f1,2021-07-19,2,0.1,move16to17,5,1.0,false,0.507,false,0.003107349457010855,-0.258884036467812,0.2859347122744889,-2850.9613883277752,-0.8617715827443437,-2857.152152468992,-3037.5745809324562
f1,2021-07-19,2,0.1,move22to23,5,1.0,false,0.49,false,-0.0024734196294105004,-0.23793475041190676,0.24883960812648806,-1405.9421753660242,0.6859617105565121,-1411.213592452294,-1415.6071399511518
f1,2021-07-19,2,0.2,shift-1,5,1.031552129605435,false,0.632,false,0.6139227153260549,-7.872635006668825,7.740225675238326,-848.2191199839694,-170.2612330504259,-1235.4749582549669,-664.2307364811338
f1,2021-07-19,2,0.2,move09to08,5,1.046740266527306,false,0.727,false,0.33488147752328246,-0.45596578420061884,7.708242406954227,-2438.303970007485,-92.87379643312366,-2655.5807916701633,-2944.2464712767314
f1,2021-07-19,2,0.2,move10to09,5,1.0,false,0.837,false,2.8757314840430013,-0.3982019385296155,9.02448070654363,-3243.645338774133,-797.536198241259,-4015.826075795711,-4123.943805268707
f1,2021-07-19,2,0.2,move16to17,5,1.0,false,0.488,false,-0.00692545976097847,-0.502163825945415,0.5640600488130667,-2915.712210450034,1.9206608403780288,-2938.959106469012,-3038.1731397298536
f1,2021-07-19,2,0.2,move22to23,5,1.0,false,0.509,false,0.005026392498223231,-0.4730327391614764,0.4638420265197877,-1433.3929247863864,-1.3939861861739093,-1429.304004625153,-1416.444789818158
f1,2021-07-20,3,0.05,move09to08,4,1.0303543555511274,false,0.519,false,0.003970104575856226,-0.10630674684602183,0.14195596731651813,-1342.9262804100883,-1.1010423357041266,-1348.3282772056075,-1353.4191185529291
f1,2021-07-20,3,0.05,move10to09,4,1.0,false,0.567,false,0.011068779391465,-0.11154111658222803,1.1384701513738151,-1536.6999620513734,-3.0697414845662934,-1593.0171996545473,-1591.3797849791124
f1,2021-07-20,3,0.05,move16to17,4,1.0,false,0.782,false,0.653665095074615,-0.07943672368579513,7.52314296465576,-4186.646787981098,-181.28311970069322,-4563.053740690538,-4752.35067312013
f1,2021-07-20,3,0.05,move22to23,4,1.0,false,0.512,false,0.0017980316095389526,-0.10074348950470835,0.11839880683833284,-3438.3536742688,-0.49865409971213615,-3436.106885118943,-3477.167869719018
f1,2021-07-20,3,0.1,move09to08,4,1.0303543555511274,false,0.562,false,0.0154845289647767,-0.18555307916915922,0.24914584549939597,-1354.840508795345,-4.294376032898072,-1359.8515105763038,-1360.9392340049253
f1,2021-07-20,3,0.1,move10to09,4,1.0,false,0.592,false,0.030564197105945823,-0.1893625056496532,1.0385392341443775,-1564.2679087940207,-8.476470664048975,-1599.9268907792884,-1596.4601256939518
f1,2021-07-20,3,0.1,move16to17,4,1.0,false,0.791,false,0.6261050733114502,-0.14287483126312567,7.544138676291851,-4227.871446981536,-173.6398069983755,-4569.6629561011305,-4756.987269760762
f1,2021-07-20,3,0.1,move22to23,4,1.0,false,0.525,false,0.006060751799196851,-0.20667501159568927,0.2120239625200112,-3447.9757595711912,-1.6808484989772599,-3452.7307059982463,-3481.76456188878
f1,2021-07-20,3,0.2,move09to08,4,1.0303543555511274,false,0.513,false,0.005329813542076067,-0.4140747478588281,0.5404024632338827,-1358.1965034152265,-1.478134955669096,-1364.8279084700757,-1360.7822572436726
f1,2021-07-20,3,0.2,move10to09,4,1.0,false,0.561,false,0.03538506611039338,-0.3857277268775789,1.164908413285661,-1566.652954449553,-9.813458334615763,-1596.8203167975098,-1599.6894618317401
f1,2021-07-20,3,0.2,move16to17,4,1.0,false,0.803,false,0.6499277698915904,-0.2914819820767036,7.474739184902651,-4261.576813032394,-180.2466348499344,-4586.072494745799,-4762.7966127046175
f1,2021-07-20,3,0.2,move22to23,4,1.0,false,0.494,false,-0.003398807426592043,-0.39094463438823934,0.4283212490264205,-3456.5059933874722,0.9426025929748598,-3465.687113196227,-3478.1727168743146
f2,2021-07-21,3,0.05,move09to08,6,1.0215733878524575,false,0.923,false,0.5717109932066222,-0.02173682170526234,1.6047103856760498,-1697.6813015034866,-158.5545154493032,-1869.623947398361,-1883.652583746154
f2,2021-07-21,3,0.05,move10to09,6,1.0,false,0.986,true,1.2155858483552606,0.2137938960035456,2.3954843964642065,-1955.0382038180153,-337.1224752771923,-2307.121298107375,-2314.6860822789918
f2,2021-07-21,3,0.05,move11to12,6,1.0,false,0.988,true,1.6635232881246225,0.6702301650022349,2.826531920909647,-2055.633847789892,-461.3504585732286,-2525.658308400013,-2520.289789668416
f2,2021-07-21,3,0.05,move13to12,6,1.0,false,1.0,true,3.4687047994794113,2.185710292948407,5.42004395200516,-3228.358139551987,-961.9874643889567,-4162.737900632004,-4243.1412340225215
f2,2021-07-21,3,0.05,move16to17,6,1.0,true,0.991,true,2.0858834110406974,0.5365391438940378,3.3488755072411904,-4404.043506170003,-578.48499932862,-5013.4268732446735,-4956.055336914836
f2,2021-07-21,3,0.05,move22to23,6,1.0,false,0.505,false,0.0004085301791576512,-0.06578673856076307,0.0712037355100449,-2863.4558405398025,-0.11329903635305527,-2865.0181411053127,-2851.0557881243258
f2,2021-07-21,3,0.1,move09to08,6,1.0215733878524575,false,0.912,false,0.5775269083533487,-0.05554689159997537,1.6406087955990343,-1707.8383511752222,-160.1674625833287,-1869.704800939874,-1888.4319901341726
f2,2021-07-21,3,0.1,move10to09,6,1.0,false,0.981,true,1.2104932826612327,0.18442432720708696,2.3956040721669294,-1944.5150104135241,-335.71013705804853,-2293.4832658800524,-2314.782600458102
f2,2021-07-21,3,0.1,move11to12,6,1.0,false,0.988,true,1.6634204205725354,0.6323631156246663,2.831416686369407,-2053.0199461746915,-461.32192997211644,-2498.81932164551,-2526.384398872101
f2,2021-07-21,3,0.1,move13to12,6,1.0,false,1.0,true,3.426872841230036,2.162922426464695,5.401684321713363,-3230.863327138849,-950.3860679677966,-4171.041804340259,-4246.903867543652
f2,2021-07-21,3,0.1,move16to17,6,1.0,true,0.996,true,2.0918404647601676,0.5792859155947042,3.3754172655524353,-4404.085040843812,-580.1370888934864,-5010.545385760288,-4962.110640551152
f2,2021-07-21,3,0.1,move22to23,6,1.0,false,0.517,false,0.0029489097638446538,-0.12973031951755018,0.14840633617681076,-2862.3574728019325,-0.8178309745062505,-2856.703392733421,-2851.1625982507094
f2,2021-07-21,3,0.2,move09to08,6,1.0215733878524575,false,0.89,false,0.5629629541198256,-0.12093194659848477,1.6455661704759774,-1705.1874832251206,-156.1283926092316,-1853.878540443694,-1876.208056607532
f2,2021-07-21,3,0.2,move10to09,6,1.0,false,0.975,true,1.214556318167709,0.18112114530424037,2.399610828364936,-1947.1697489832745,-336.8369522385113,-2288.60564930652,-2311.1122788963303
f2,2021-07-21,3,0.2,move11to12,6,1.0,false,0.991,true,1.631919966405448,0.5834174679094772,2.860647366127825,-2039.3201731463869,-452.5858040164442,-2497.9559506612986,-2506.2386237177516
f2,2021-07-21,3,0.2,move13to12,6,1.0,false,1.0,true,3.502566921067384,2.121853634615472,5.39114072813435,-3208.962902233537,-971.3785594426877,-4209.521462405955,-4227.902315215972
f2,2021-07-21,3,0.2,move16to17,6,1.0,true,0.993,true,2.068437200810962,0.5014745157199428,3.3855043019141973,-4370.144728426232,-573.6465836915734,-4964.114253676173,-4936.264918978535
f2,2021-07-21,3,0.2,move22to23,6,1.0,false,0.485,false,-0.004256403498160921,-0.2688776696415431,0.24815915623484838,-2859.7939836993373,1.1804425701566288,-2863.4001701562497,-2829.3652150598555
f2,2021-07-22,3,0.05,move09to08,6,1.011999315721303,false,0.905,false,0.5259709853870618,-0.021061816598022174,1.557510689181836,-1640.825586225792,-145.8692866140118,-1801.2773940690274,-1814.8011935256573
f2,2021-07-22,3,0.05,move10to09,6,1.0,false,0.975,true,1.1514963304371975,0.07415909073781535,2.369106157002669,-1932.0851058525045,-319.3483156412494,-2267.276996259025,-2274.0784630006783
f2,2021-07-22,3,0.05,move11to12,6,1.0,false,0.977,true,1.4776457926455322,0.4567836200111131,2.6122606588075086,-1894.9076252780092,-409.8004331603609,-2309.6726835530053,-2303.8436076538965
