fold,seed,date,slot,op,observed,y_median,abs_err,s,q0,q1,q2,P00,P01,P02,P10,P11,P12,P20,P21,P22,J00,J01,J02,J10,J11,J12,J20,J21,J22
ar1,0,2021-07-01,15,1,true,97.18494033813477,13.815059661865234,0.003057038215047214,0.1502601731044706,0.0160949753553723,0.8336449016351253,0.9988594055175781,0.0006725904531776905,0.0004680046404246241,0.006067133974283934,0.9774630069732666,0.016469819471240044,0.0015772825572639704,0.0014490906614810228,0.9969736337661743,0.15008878707885742,0.00010106356057804078,0.00007032246503513306,0.00009765037248143926,0.01573224365711212,0.00026508132577873766,0.0013148934813216329,0.0012080270098522305,0.8311219811439514
ar1,0,2021-07-01,16,1,true,97.95024490356445,13.049755096435547,0.0030468771656160243,0.15150132041162578,0.017041335187968798,0.8314573848620057,0.9987758994102478,0.0007432439597323537,0.00048085430171340704,0.004990788642317057,0.9863605499267578,0.008648647926747799,0.0017258188454434276,0.0014360876521095634,0.9968380928039551,0.1513158679008484,0.00011260244355071336,0.00007285006722668186,0.00008504970173817128,0.016808900982141495,0.00014738450408913195,0.0014349448028951883,0.0011940456461161375,0.8288283944129944
ar1,0,2021-07-01,17,1,true,96.07773208618164,9.92226791381836,0.0031837901842663996,0.1528358784489683,0.01811554832966067,0.8290486222831532,0.9986496567726135,0.000814837752841413,0.0005355243920348585,0.004206863697618246,0.9913473725318909,0.0044457633048295975,0.0019412706606090069,0.0014610138023272157,0.9965977072715759,0.15262949466705322,0.00012453644012566656,0.00008184734178939834,0.00007620964606758207,0.017958801239728928,0.00008053744386415929,0.0016094078309834003,0.001211251481436193,0.8262279629707336
ar1,0,2021-07-01,18,1,true,97.83382415771484,0.8338241577148438,0.003462080032477388,0.1543151164878509,0.019294591485959245,0.8263904262566939,0.9984696507453918,0.0008844950352795422,0.0006458545103669167,0.003664637915790081,0.9940584897994995,0.0022769286297261715,0.0022398806177079678,0.0015250276774168015,0.996235191822052,0.15407896041870117,0.00013649095490109175,0.00009966511424863711,0.00007070768333505839,0.019179951399564743,0.00004393240305944346,0.0018510157242417336,0.001260268152691424,0.8232791423797607
ar1,0,2021-07-01,19,1,true,96.49781036376953,3.5021896362304688,0.003891051881510066,0.1560006830986822,0.020576708953740308,0.8234227896900848,0.9982099533081055,0.0009494399419054389,0.0008405661792494357,0.0033196641597896814,0.9954981803894043,0.0011821313528344035,0.0026425248943269253,0.0016313157975673676,0.9957262277603149,0.15572144091129303,0.0001481132785556838,0.00013112890883348882,0.0000683077669236809,0.02048407681286335,0.000024324373953277245,0.00217591505497694,0.001343262498266995,0.8199036121368408
ar1,0,2021-07-01,20,1,true,82.79491424560547,0.7949142456054688,0.004494585612519586,0.157965658523608,0.021975453934828693,0.8200590538326651,0.9978190660476685,0.0010073352605104446,0.0011736025335267186,0.0031396730337291956,0.9962277412414551,0.0006325819995254278,0.0031745487358421087,0.0017850641161203384,0.9950403571128845,0.15762114524841309,0.00015912437811493874,0.0001853888970799744,0.0000689957378199324,0.02189255692064762,0.000013901276361139026,0.002603317378088832,0.0014638579450547695,0.8159918785095215
ar1,0,2021-07-01,21,1,true,76.33382797241211,0.6661720275878906,0.005311289568453503,0.1602934598340653,0.023515539766776783,0.8161912255454808,0.9972000122070312,0.0010565633419901133,0.0017434443579986691,0.003105869749560952,0.9965397119522095,0.00035440290230326355,0.003864412195980549,0.0019934021402150393,0.9941422343254089,0.15984463691711426,0.00016936019528657198,0.0002794627216644585,0.0000730362007743679,0.023434169590473175,8.333975529239979e-6,0.0031540992204099894,0.0016269972547888756,0.811410129070282
ar1,0,2021-07-01,22,1,true,91.24828720092773,7.751712799072266,0.0063963679431253695,0.1630717611842556,0.025230525979168306,0.8116978839971125,0.9961762428283691,0.0010963614331558347,0.002727407030761242,0.0032125075813382864,0.9965766072273254,0.00021087063942104578,0.00474041560664773,0.0022652028128504753,0.9929943680763245,0.1624482125043869,0.00017878560174722224,0.0004447630781214684,0.00008105325832730159,0.025144152343273163,5.320377567841206e-6,0.0038477852940559387,0.0018386603333055973,0.806011438369751
ar1,0,2021-07-01,23,1,true,97.55642318725586,16.44357681274414,0.007826611884183876,0.16637705292669125,0.027161597031181373,0.8064615479670465,0.9944345355033875,0.0011267736554145813,0.004438737872987986,0.003465967020019889,0.9963990449905396,0.0001349373924313113,0.0058247703127563,0.002610637806355953,0.9915646314620972,0.1654510796070099,0.0001874692679848522,0.0007385040516965091,0.00009414120722794905,0.02706379070878029,3.6651151731348364e-6,0.0046974532306194305,0.0021053790114820004,0.7996587157249451
ar1,0,2021-07-01,24,1,true,99.02293395996094,10.977066040039062,0.009710272976008127,0.1702426817792002,0.02935663895732432,0.8004009327851236,0.9914389848709106,0.0011484386632218957,0.0074125900864601135,0.0038836728781461716,0.9960224628448486,0.00009384252916788682,0.007124613504856825,0.0030403598211705685,0.9898350834846497,0.1687852293252945,0.00019551327568478882,0.0012619391782209277,0.00011401158553780988,0.029239872470498085,2.754901288426481e-6,0.005702547263354063,0.0024335067719221115,0.7922648787498474
ar1,0,2021-07-01,25,1,true,98.10284423828125,5.89715576171875,0.012202248821722605,0.17460176614986267,0.03186888880782135,0.7935295917559415,0.9863247275352478,0.0011622203746810555,0.012513012625277042,0.004492245614528656,0.9954362511634827,0.00007150505552999675,0.00862075388431549,0.0035641570575535297,0.9878151416778564,0.17221404612064362,0.00020292574481572956,0.002184794284403324,0.0001431628770660609,0.031723447144031525,2.2787867237639148e-6,0.006840823218226433,0.002828263910487294,0.7838605046272278
ar1,0,2021-07-01,26,1,true,94.96876907348633,20.031230926513672,0.015517201705733896,0.17919802607502788,0.03475463584800309,0.7860476588830352,0.9778169989585876,0.0011688285740092397,0.02101418562233448,0.005323564633727074,0.9946164488792419,0.00006002403824822977,0.010256572626531124,0.004189047496765852,0.9855544567108154,0.17522287368774414,0.0002094517694786191,0.0037657006178051233,0.00018501853628549725,0.03456753119826317,2.086113454424776e-6,0.008062154054641724,0.003292790614068508,0.774692714214325
ar1,0,2021-07-01,27,1,true,92.44149780273438,19.558502197265625,0.019912778276875542,0.18347003105736803,0.038069771668915564,0.7784605352208018,0.9642931818962097,0.0011685681529343128,0.03453819826245308,0.006407176144421101,0.9935371279716492,0.000055660566431470215,0.011931337416172028,0.004916809499263763,0.983151912689209,0.1769189089536667,0.0002143972524208948,0.006336724851280451,0.00024391974147874862,0.03782373294234276,2.1189850940572796e-6,0.009288075380027294,0.0038275420665740967,0.7653449177742004
ar1,0,2021-07-01,28,1,true,92.73415756225586,12.26584243774414,0.025587391063254472,0.1864509007136803,0.04186567546139486,0.7716837516054511,0.9441699385643005,0.0011615038383752108,0.05466856062412262,0.007757266983389854,0.9921857714653015,0.00005701273767044768,0.013503244146704674,0.005741265136748552,0.9807555079460144,0.17604133486747742,0.00021656343596987426,0.01019300241023302,0.00032476321212016046,0.04153852537274361,2.38687653109082e-6,0.010420233942568302,0.004430441185832024,0.7568330764770508
ar1,0,2021-07-01,29,1,true,100.98199462890625,24.01800537109375,0.03244415449330518,0.18678632480441593,0.04618552981878565,0.767028437461704,0.9167213439941406,0.0011481938418000937,0.08213043212890625,0.009354157373309135,0.9905815124511719,0.00006432320515159518,0.014805702492594719,0.006645717192441225,0.9785485863685608,0.17123101651668549,0.000214466912439093,0.015340841375291348,0.00043202671804465353,0.04575053229928017,2.9708014608331723e-6,0.011356394737958908,0.005097453948110342,0.7505745887756348
ar1,0,2021-07-01,30,1,true,121.62805557250977,26.371944427490234,0.03979712295995341,0.18301943349069916,0.05106245871002102,0.7659183382056653,0.8830928206443787,0.001130812568590045,0.11577634513378143,0.01112351007759571,0.9887970685958862,0.00007950201688800007,0.015676449984312057,0.007601208984851837,0.9767223000526428,0.16162315011024475,0.0002069606853183359,0.02118932269513607,0.0005679937312379479,0.05049040541052818,4.0595682548882905e-6,0.012006880715489388,0.005821905564516783,0.7480895519256592
ar1,0,2021-07-01,31,1,true,129.50153350830078,8.498466491699219,0.046312504027810064,0.17419801067444496,0.056519271647630376,0.7692829491570592,0.8468224406242371,0.0011139841517433524,0.1520635336637497,0.01292109303176403,0.9869720339775085,0.00010681148705771193,0.01599283516407013,0.008566342294216156,0.9754408597946167,0.14751479029655457,0.00019405383500270545,0.026489166542887688,0.0007302907761186361,0.05578294396400452,6.036907507223077e-6,0.01230301521718502,0.006589940749108791,0.7503899931907654
ar1,0,2021-07-01,32,1,true,152.5570297241211,10.442970275878906,0.050474015447434795,0.16054808953776956,0.06256693826162518,0.7768851933069527,0.8132408857345581,0.0011044584680348635,0.1856546401977539,0.0145352678373456,0.9853103160858154,0.00015445516328327358,0.0157023798674345,0.009489382617175579,0.9748082160949707,0.13056427240371704,0.00017731869593262672,0.02980649843811989,0.0009094271808862686,0.061647847294807434,9.663785931479651e-6,0.012198946438729763,0.007372160907834768,0.7573140859603882
ar1,0,2021-07-01,33,1,true,169.81222534179688,10.187774658203125,0.05136838849830383,0.14367264084285125,0.06919732477945217,0.7871302235871553,0.787935733795166,0.0011096674716100097,0.21095454692840576,0.01571711152791977,0.9840452671051025,0.0002376222691964358,0.014837333001196384,0.010312935337424278,0.9748497009277344,0.11320481449365616,0.00015942886238917708,0.030308397486805916,0.0010875820880755782,0.06809329986572266,0.000016442825653939508,0.011678913608193398,0.008117623627185822,0.7673336863517761
ar1,0,2021-07-01,34,1,true,169.41883087158203,20.58116912841797,0.049123138529466814,0.1259713170293253,0.07637035534389724,0.7976585067808628,0.7751845121383667,0.0011358935153111815,0.22367960214614868,0.016238173469901085,0.9833779335021973,0.00038390839472413063,0.013507544063031673,0.0109808798879385,0.9755115509033203,0.09765101224184036,0.00014309000107459724,0.02817721478641033,0.001240115030668676,0.07510092109441757,0.000029319218810996972,0.010774407535791397,0.008758991956710815,0.7781251072883606
ar1,0,2021-07-01,35,1,true,171.82630157470703,22.17369842529297,0.04465015741152456,0.10966551607998554,0.0840030034960364,0.8063316717743874,0.7770344018936157,0.001186737441457808,0.2217787802219391,0.01595941185951233,0.9833983182907104,0.0006423076847568154,0.011873908340930939,0.011446436867117882,0.9766796827316284,0.08521388471126556,0.00013014419528190047,0.024321487173438072,0.0013406384969130158,0.0826084092259407,0.00005395577318267897,0.009574308060109615,0.009229623712599277,0.7875277400016785
ar1,0,2021-07-01,36,1,true,165.9358673095703,5.0641326904296875,0.03905826693517156,0.09612883767840685,0.09196818086638814,0.8119032634422183,0.7930291295051575,0.0012618930777534842,0.2057090699672699,0.014882960356771946,0.9840203523635864,0.0010967158013954759,0.010112132877111435,0.011679590679705143,0.9782083630561829,0.07623296231031418,0.00012130430695833638,0.01977457106113434,0.0013687587343156338,0.09049855917692184,0.00010086295515066013,0.008210073225200176,0.009482696652412415,0.7942104935646057
ar1,0,2021-07-01,37,1,true,162.32219696044922,21.67780303955078,0.03324697058269521,0.08581178963504499,0.10010255529778078,0.8140858551487327,0.8203288316726685,0.0013561202213168144,0.17831498384475708,0.01315989438444376,0.9849569201469421,0.0018831604393199086,0.00837906263768673,0.01167192030698061,0.9799489378929138,0.0703938901424408,0.00011637110583251342,0.015301528386771679,0.0013173391344025731,0.09859670698642731,0.00018850917695090175,0.006821276620030403,0.009501946158707142,0.7977626323699951
ar1,0,2021-07-01,38,1,true,164.76189422607422,18.23810577392578,0.02781292505096644,0.0785325048782397,0.10821503153420053,0.8132526543922722,0.8542444705963135,0.0014589508064091206,0.1442965716123581,0.011047462932765484,0.9857470989227295,0.0032054507173597813,0.006790542043745518,0.011437494307756424,0.9817719459533691,0.06708595901727676,0.00011457505752332509,0.011331970803439617,0.0011955015361309052,0.10667265206575394,0.0003468779323156923,0.005522426683455706,0.009301573038101196,0.7984286546707153
ar1,0,2021-07-01,39,1,true,162.3938751220703,11.606124877929688,0.02311672780342633,0.07380388500314439,0.11608879256527871,0.8101074914447963,0.8893479108810425,0.0015560104511678219,0.10909601300954819,0.008833927102386951,0.9858295321464539,0.0053365048952400684,0.005414189305156469,0.011009741574525833,0.9835759997367859,0.06563733518123627,0.00011483961861813441,0.008051710203289986,0.0010255200322717428,0.11444376409053802,0.0006195084424689412,0.004386075306683779,0.008919074200093746,0.7968023419380188
ar1,0,2021-07-01,40,1,true,135.13831329345703,11.861686706542969,0.01935848221910419,0.07104892825736897,0.12347767961909994,0.8054735672194511,0.920971155166626,0.0016322486335411668,0.07739655673503876,0.006764503661543131,0.984650194644928,0.008585297502577305,0.004274374805390835,0.010435247793793678,0.9852904081344604,0.06543401628732681,0.00011596951662795618,0.005498942453414202,0.0008352652075700462,0.12158232182264328,0.0010600925888866186,0.003442895831540227,0.00840531662106514,0.7936253547668457
ar1,0,2021-07-01,41,1,true,162.18997192382812,16.810028076171875,0.016614194842986763,0.06971217965474352,0.13010360830230638,0.8001843050587922,0.9463699460029602,0.0016756762051954865,0.05195436254143715,0.004996482748538256,0.9817917346954346,0.013211791403591633,0.003363892203196883,0.0097662890329957,0.986869752407074,0.06597351282835007,0.0001168150338344276,0.0036218517925590277,0.0006500604213215411,0.12773464620113373,0.0017189016798511147,0.0026917338836938143,0.007814832031726837,0.7896777391433716
ar1,0,2021-07-01,42,1,true,168.17213439941406,16.827865600585938,0.014846070975181647,0.06931531203736085,0.13566627888940275,0.7950183935463428,0.9649331569671631,0.0016797097632661462,0.03338722139596939,0.0035924261901527643,0.977112889289856,0.019294708967208862,0.002657010219991207,0.009053891524672508,0.9882889986038208,0.06688463687896729,0.00011642959725577384,0.0023142455611377954,0.000487371115013957,0.13256126642227173,0.0026176413521170616,0.002112372312694788,0.007198011036962271,0.7857080101966858
ar1,0,2021-07-01,43,1,true,167.0048065185547,7.9951934814453125,0.013909515182604082,0.06948437743994873,0.13987568372976966,0.7906397862825543,0.9775351881980896,0.0016434189165011048,0.020821353420615196,0.0025412896648049355,0.9708592891693115,0.026599349454045296,0.0021203525830060244,0.008342687971889973,0.9895368814468384,0.06792342662811279,0.00011419194925110787,0.0014467588625848293,0.0003554646682459861,0.1357996165752411,0.003720602486282587,0.00167643534950912,0.006596061866730452,0.7823672890663147
ar1,0,2021-07-01,44,1,true,164.81433868408203,25.18566131591797,0.013572760639362969,0.06995532939617988,0.14250986129627563,0.7875346535583958,0.9856487512588501,0.0015704460674896836,0.012780800461769104,0.0017900540260598063,0.9636856317520142,0.03452432155609131,0.0017202957533299923,0.007668062578886747,0.9906116127967834,0.06895138323307037,0.00010986106644850224,0.0008940850966610014,0.0002551003417465836,0.1373347043991089,0.00492005655542016,0.0013547925045713782,0.006038865074515343,0.7801409959793091
ar1,0,2021-07-01,45,1,true,165.45216369628906,22.547836303710938,0.01355888914258685,0.0705612719320925,0.14348343203892,0.7859551045112312,0.9907037615776062,0.0014675755519419909,0.007828650996088982,0.0012716100318357348,0.9565381407737732,0.042190294712781906,0.0014270513784140348,0.00705545861274004,0.9915174841880798,0.06990531831979752,0.00010355400445405394,0.0005523996078409255,0.00018245496903546154,0.13724736869335175,0.006053608376532793,0.001121598295867443,0.0055452738888561726,0.7792882323265076
ar1,0,2021-07-01,46,1,true,168.87973022460938,18.120269775390625,0.013606691230961587,0.07120936907449504,0.14289619773626328,0.7858941886806861,0.9938103556632996,0.0013434402644634247,0.004846186377108097,0.0009227573755197227,0.9504187703132629,0.048658501356840134,0.0012163082137703896,0.0065213218331336975,0.9922623634338379,0.07076860964298248,0.00009566553490003571,0.000345093896612525,0.00013185851275920868,0.1358112245798111,0.00695311464369297,0.0009558895835652947,0.005125069059431553,0.7798132300376892
ar1,0,2021-07-01,47,1,true,164.87480926513672,22.12519073486328,0.013529296338674612,0.0718563485352206,0.14103197547228774,0.7871114183217287,0.9957263469696045,0.0012073558755218983,0.003066197270527482,0.0006924107437953353,0.9461196660995483,0.05318797752261162,0.0010693991789594293,0.006074897013604641,0.9928556680679321,0.07154926657676697,0.00008675619756104425,0.00022032576089259237,0.00009765204595169052,0.13343311846256256,0.007501204963773489,0.0008417363278567791,0.004781621042639017,0.7814880609512329
ar1,0,2021-07-01,48,1,true,115.71063613891602,0.7106361389160156,0.013244549132650718,0.07248865637666313,0.1383014888051548,0.7892095664283261,0.9969295859336853,0.0010682704159989953,0.0020021332893520594,0.0005431602476164699,0.9440376162528992,0.055419180542230606,0.0009727427968755364,0.005720415152609348,0.9933068156242371,0.07226608693599701,0.00007743748574284837,0.00014513195492327213,0.00007511987496400252,0.13056181371212006,0.0076645552180707455,0.000767697929404676,0.004514606669545174,0.7839272618293762
ar1,0,2021-07-01,49,1,true,95.58074951171875,9.41925048828125,0.01276688564394135,0.07310890510416357,0.1351538623785018,0.7917369150090963,0.9977061748504639,0.0009338668314740062,0.0013599537778645754,0.0004495455650612712,0.9441311359405518,0.055419355630874634,0.0009170584962703288,0.005459161940962076,0.9936237335205078,0.07294120639562607,0.00006827397737652063,0.00009942473116097972,0.00006075781857362017,0.1276029646396637,0.0074901399202644825,0.0007260690908879042,0.004322220105677843,0.7866886258125305
ar1,0,2021-07-01,50,1,true,96.6654052734375,13.3345947265625,0.01217268672917271,0.07372803537145955,0.1319934578932589,0.7942781815654598,0.9982232451438904,0.0008099998231045902,0.000966787978541106,0.0003953888372052461,0.9460066556930542,0.05359797924757004,0.0008966197492554784,0.005291283130645752,0.993812084197998,0.07359703630208969,0.00005971969221718609,0.00007127937715267763,0.000052188741392455995,0.12486668676137924,0.007074582390487194,0.0007121655507944524,0.004202750977128744,0.7893632650375366
ar1,0,2021-07-01,51,1,true,129.12637329101562,14.126373291015625,0.011560659499082249,0.07436138713455875,0.1291291664565506,0.7965091443038546,0.9985771179199219,0.0007005003280937672,0.0007223007269203663,0.00037143679219298065,0.9490776658058167,0.050550948828458786,0.0009086381760425866,0.005217208992689848,0.9938741326332092,0.07425558567047119,0.00005209017763263546,0.000053711286454927176,0.00004796331995748915,0.12255360186100006,0.006527601275593042,0.0007237386307679117,0.004155554808676243,0.7916298508644104
ar1,0,2021-07-01,52,1,true,165.65874481201172,2.6587448120117188,0.01102312955117668,0.0750272836194199,0.1267612453593756,0.7982111387536861,0.9988241791725159,0.00060732924612239,0.0005683960625901818,0.00037378029082901776,0.9527240991592407,0.04690216854214668,0.0009528317023068666,0.005238713230937719,0.9938084483146667,0.0749390721321106,0.000045566270273411646,0.000042645217035897076,0.000047380854084622115,0.1207684874534607,0.005945377051830292,0.000760560913477093,0.004181599244475365,0.7932689785957336
ar1,0,2021-07-01,53,1,true,167.72783660888672,28.27216339111328,0.0106327932116983,0.07574701775229187,0.12499565610050922,0.7992570158094168,0.9989977478981018,0.0005309853004291654,0.0004712803056463599,0.0004032079305034131,0.956406831741333,0.04318998381495476,0.0010310830548405647,0.005359746515750885,0.9936091899871826,0.07567109912633896,0.00004022055145469494,0.00003569807449821383,0.000050399241445120424,0.11954669654369354,0.00539856031537056,0.0008241003379225731,0.004283814691007137,0.7941491007804871
ar1,0,2021-07-01,54,1,true,165.86310577392578,28.13689422607422,0.010441672940942226,0.07654558908325271,0.12387072842830094,0.799583381623961,0.9991177916526794,0.00047101860400289297,0.0004111356392968446,0.00046555616427212954,0.9597190022468567,0.03981544449925423,0.001147169154137373,0.0055869766511023045,0.9932658672332764,0.07647806406021118,0.00003605439997045323,0.00003147062307107262,0.00005766878166468814,0.11888109147548676,0.004931968171149492,0.0009172573918476701,0.00446725357323885,0.7941988706588745
ar1,0,2021-07-01,55,1,true,163.37259674072266,42.627403259277344,0.010486452605618979,0.07745298206100415,0.12338439411541913,0.7991622724803165,0.9991971850395203,0.00042653878335841,0.0003762342967092991,0.0005732501158490777,0.9623852372169495,0.03704148158431053,0.0013064071536064148,0.005930175539106131,0.992763340473175,0.07739080488681793,0.00003303670382592827,0.000029140470360289328,0.00007073012238834053,0.11874332278966904,0.00457034120336175,0.0010440313490107656,0.0047391727566719055,0.7933790683746338
ar1,0,2021-07-01,56,1,true,160.05801391601562,30.941986083984375,0.010795791102282237,0.0785055649394053,0.12351553054759279,0.7979784690542147,0.9992437362670898,0.0003966762451454997,0.0003595810558181256,0.0007483767694793642,0.9642276763916016,0.03502396121621132,0.001515085343271494,0.006402397528290749,0.9920824766159058,0.07844619452953339,0.000031141295039560646,0.000028229114832356572,0.0000924361520446837,0.11909709125757217,0.004326003137975931,0.0012090055970475078,0.005108975805342197,0.791660487651825
